DBA Name,Street Address,Yelp Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp Address
Town Hall Restaurant,342 Howard St,Town Hall,Tyn-UqOTpVHtZAgrB0lWyQ,$$$,3.5,1949,American (New),FALSE,342 Howard St
El Faro,82 1st St,Barcelona - New Haven,k2kbZ8f8VIpXdIv9NierGw,$$,4,616,Wine Bars,FALSE,155 Temple St
Louies Dim Sum,1242 Stockton St,Louie's Dim Sum,BuzfrbiSKrnFa4jeuPTp-w,$,3.5,78,Dim Sum,FALSE,1242 Stockton St
Blue Danube Coffee House,306 Clement St,Blue Danube Coffee House,7zdRSvbg9zbp5tV9Y_-glQ,$$,4,741,Coffee & Tea,FALSE,306 Clement St
Lava Java,852 Stanyan St,Lava Java,RyMG16yT-rON-uscR3QFwg,$,4,181,Coffee & Tea,FALSE,852 Stanyan St
Blue Chip Cookies Sfsc,865 Market St C01,Hall Of Flame Burgers,S0OVpWde3SlzzrygVQXdoQ,$$,4,532,Burgers,FALSE,73 Cambon Dr
Haagen Dazs #561,865 Market St Ste C05,Häagen-Dazs,pHOX2i9yH9ezdhbxevsF7Q,$$,3.5,62,Ice Cream & Frozen Yogurt,FALSE,865 Market St
Blue Chip Cookies Pier 39,Pier 39 Bldg B 6,The Baked Bear,W01ZzmeWz0vJip3TVDmdyA,$,4.5,402,Ice Cream & Frozen Yogurt,FALSE,2824 Jones St
Tak Kee Lee Restaurant,2435 Noriega St,Tak Kee Lee,H3aEQwuDJkschVK-tF-vHQ,$,3.5,181,Chinese,FALSE,2435 Noriega St
Penang Garden Restaurant #3,728 Washington St,Banana Island,X92c4ZGcHnrBMIDjVlXKnQ,$$,3.5,1425,Thai,FALSE,273 Lake Merced Blvd
Blur,1121 Polk St,The Dog Bar,LScYNYAA78iQL6pWOqt-WQ,$,4,109,Bars,FALSE,3307 N Davidson St
A16,2355 Chestnut St,A16,e3WDNQMYpLdMEmM2UV13rA,$$$,3.5,1981,Italian,FALSE,2355 Chestnut St
Kiki Japanese Restaurant,1269 9th Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Axum Cafe,698 Haight St,Axum Cafe,jCmjZVgJSoRBSNlsGh4qBQ,$$,3.5,393,Ethiopian,FALSE,698 Haight St
Saffron Lounge,685 Townsend St,Saffron 685,TcUhtqRLL-lwSGJmpz415Q,$$,4,721,Mediterranean,FALSE,685 Townsend St
Java Source Coffee House,343 Clement St,Blue Danube Coffee House,7zdRSvbg9zbp5tV9Y_-glQ,$$,4,741,Coffee & Tea,FALSE,306 Clement St
Java Source Market,500 2nd Ave,Eataly NYC Flatiron,a0IET3_yCFcO36OqGSsisg,$$,4,5460,Italian,FALSE,200 5th Ave
Fizzees Bar And Grill,3954 Geary Blvd,Zeitgeist,UXru0FThfONxJQ95oPnaBw,$,3.5,2624,Dive Bars,FALSE,199 Valencia St
El Tonayense Inc,3150 24th St,Papalote Mexican Grill,jwb3vTh8rn3OsN9wlI56-Q,$$,3.5,2189,Mexican,FALSE,3409 24th St
El Tonayense Inc,1903 Carroll Ave,Papalote Mexican Grill,jwb3vTh8rn3OsN9wlI56-Q,$$,3.5,2189,Mexican,FALSE,3409 24th St
El Tonayense Inc,2560 Marin St,Papalote Mexican Grill,jwb3vTh8rn3OsN9wlI56-Q,$$,3.5,2189,Mexican,FALSE,3409 24th St
Morning Brew Cafe,401 Sansome St,Morning Brew Cafe,eKTVnt8QVzVQx05TiUawGQ,$,3,183,Coffee & Tea,FALSE,401 Sansome St
China First,336 Clement St,China First Restaurant,YOGW7_G6vX-zVwfi5VrGfg,$$,3.5,370,Chinese,FALSE,336 Clement St
Goood Frikin Chicken,10 29th St,Goood Frikin Chicken,w0Vw-4toI_UT_cU8pCVnTg,$$,3.5,896,Greek,FALSE,10 29th St
Yees Restaurant Inc,1131 Grant Ave,East Harbor Seafood Palace,P2bxlKAmRWZIpHdJ_JT3fg,$$,4,670,Dim Sum,FALSE,714 65th St
Pralines By Yvonne,5128 3rd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Yvonne's Southern Sweets,5128 3rd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Mochica,937 Harrison St,Mochica,0l7MgfpsIi2-vTuCVdDccg,$$,4,494,Peruvian,FALSE,1469 18th St
Haystack Pizza Restaurant,3881 24th St,Haystack Pizza,sZ0pm4KX5z1n5SAAg96vVw,$$,3.5,424,Pizza,FALSE,3881 24th St
Kuker,301 Macalla Ct Unit B,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Rigolo,3465 California St,Rigolo Café,SA2ylqoib_Vb9R0LmH3HVg,$$,3.5,605,Breakfast & Brunch,FALSE,3465 California St
Ez5 Inc,682 Commercial St,EZ5,L7oatl4RwH9v7W4mfHM0ew,$,3.5,237,Bars,FALSE,684 Commercial St
Boxed Foods Company,245 Kearny St,Boxed Foods Company,tNAkdDxzwTQI2lNm7OG2fA,$$,4,561,Sandwiches,TRUE,245 Kearny St
B Restaurant,720 Howard St,B Restaurant & Bar,jfeOjuMf-kaQm5aaJEGWKA,$$,3.5,742,American (New),FALSE,720 Howard St
Li Choi And Fong Inc,2406 19th Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
S & E Cafe,2406 19th Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Hong Yan Huang Handyman,1466 Powell St Apt 75,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Man Sung Company,1116 Grant Ave,Mission BBQ,dbn2SoD5uPG15Yd4UcmEzA,$$,4.5,285,Barbeque,FALSE,120 Village Dr
Rulli Risto-Bar,2300 Chestnut St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Blue Jay Cafe,919 Divisadero St,Brenda's Meat & Three,UbKrcsBaZoaBkBOajEX08g,$$,4,1078,Breakfast & Brunch,FALSE,919 Divisadero St
Xiao Loong Restaurant,250 West Portal Ave,Xiao Loong Restaurant,0J97f38Wtf3sOT71nh_Iaw,$$,4,279,Chinese,FALSE,250 W Portal Ave
La Reyna Bakery,3114 24th St,La Reyna Bakery & Coffee Shop,2thSrTzEiazW3R1ndqvErw,$,3.5,51,Bakeries,FALSE,3114 24th St
Miette Cakes Llc,1 Ferry Bldg 10,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Miette Cakes Llc,449 Octavia St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Pier 23 Cafe Inc,23 Pier Embarcadero,Bubba Gump Shrimp Co.,5r1Ba_v-KvyYXAuGob6QIw,$$,3,1904,Seafood,FALSE,39 Piers Box M-211
Colibri Mexican Bristo,440 Geary St,Colibri Mexican Bistro,u30abI5AtOKAddJRxUfZTg,$$,4,2377,Mexican,FALSE,438 Geary St
Penny Eng Events,4446 California St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Ben Wah Restaurant,2786 California St,Ben Wah,zP4uciQqdVGZVf72HttgJA,$,3,96,Chinese,FALSE,2786 California St
House Of Hunan Restaurant,2 Townsend St,House Of Hunan,_4xgvSsDuGgsyfSOVrneag,$,3,221,Chinese,FALSE,2 Townsend St
French Bakery Inc,1101 Taraval St,Zazie,gqVl3RprESEqkIPeJH0yOg,$$,4,4357,Breakfast & Brunch,FALSE,941 Cole St
Butterfly Embarcadero,Pier 33 Embarcadero,Hillstone,_D1Ev_zTZs5ijHkleK6C2w,$$$,4,2178,American (New),FALSE,1800 Montgomery St
Dada Sf Studio,86 2nd St,Local Edition,jp4X-7QjdffRBab9XMf2Bg,$$,4,1609,Lounges,FALSE,691 Market St
Project Open Hand,730 Polk St,Project Open Hand,BzE7e-X1l1e5JGq48wBs8A,No record in Yelp,4.5,36,Community Service/Non-Profit,FALSE,730 Polk St
Chinatown Restaurant Inc,744 Washington St,Mu Lan,e54WzrGWxuQBlABMCfM3DQ,$$,3.5,304,Taiwanese,FALSE,228 Broadway
Chinatown Restaurant Inc,2140 Clement St,Dragon Beaux,Su1ay8vJyKsHZKQG_eluaA,$$,4,1529,Dim Sum,FALSE,5700 Geary Blvd
Universal Cafe,2814 19th St,Universal Cafe,DlLsw9bJMJ-YdnrUp2G7mw,$$,4,1349,Breakfast & Brunch,FALSE,2814 19th St
Michelangelo Cafe,579 Columbus Ave,Michelangelo Ristorante & Caffe,p4noc5fB5D3l54uik05XNA,$$,3.5,532,Italian,TRUE,579 Columbus Ave
Mr Pickles Sandwich Shop,3380 20th St Ste 103,Mr. Pickle's Sandwich Shop,4a9TpuIMCK940OYHFx6osw,$,4,292,Sandwiches,FALSE,3380 20th St
Ristorante Marcello,2100 Taraval St,Ristorante Marcello,gyZz8yFrX4FN7TF1-ULW5A,$$,4,208,Italian,FALSE,2100 Taraval St
Park Side Farmers Market Inc,555 Taraval St,Ferry Plaza Farmers Market,gaiA5XmqTeYODmzQgM8CHw,$$,4.5,1058,Farmers Market,FALSE,1 Ferry Building
Varelido Inc,3147 22nd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Pan Lido Salvadoreno,3147 22nd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Duk Hing Chinese Deli&meat Inc,1151 Stockton St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sugar Bowl Bakery And Cafe,2238 Geary Blvd,Jane The Bakery,Yb7cibCAku1zztMjiGuQHw,$$,4,288,Bakeries,FALSE,1881 Geary Blvd
Espetus Churrascaria Inc,1686 Market St,Espetus Brazilian Steak House,ciEDsTWhajcdL3KuJqBRlw,$$$,4,3386,Steakhouses,FALSE,1686 Market St
The Posh Bagel,495 Castro St,Posh Bagel,xTCNXnMUfeapYivrAkvufw,$,3,83,Coffee & Tea,FALSE,1040 Grant Rd
El Gallo Giro,645 Velasco Ave,El Gallo Giro Taco Truck,ygtuwv7hTzQbQmxgYMe0uA,$,4.5,189,Food Trucks,FALSE,23rd St & Treat Ave
Ganchan Inc,3911 Alemany Blvd Ste 1004,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Extreme Pizza,3911 Alemany Blvd Ste 1001,Extreme Pizza - Alemany,93GzweOrH4o3_SRGreG7ow,$$,3,222,Pizza,FALSE,3911 Alemany Blvd
Kobuksan Construction,168 Collins St,Kobuksan Construction,1a1PICHwqN06Phu7ZelndQ,No record in Yelp,5,1,Contractors,FALSE,"San Francisco, CA 94124"
Restaurante Familiar,4499 Mission St,Restaurante Familiar,Irzn8SThab39vigvKXjMzA,$,3.5,44,Mexican,FALSE,4499 Mission St
Bistro Aix,3340 Steiner St,Bistro Aix,j1yOqKczaI4czwycWDcspw,$$,4,658,French,FALSE,3340 Steiner St
Holey Bagel Bakery,3872 24th St,Holey Bagel,2sNnba1Y2-oVZHwhp0vEcg,$,3.5,132,Bakeries,FALSE,3872 24th St
Subway 31419,2599 San Bruno Ave,Subway Restaurants,HcVznWy9n9zbRBxyOzkmWA,$,2,34,Sandwiches,FALSE,2599 San Bruno Ave
Little Baobab,3388 19th St,Little Baobab,rHhuvw1szUJlz6VoeRhASQ,$$,4,560,Senegalese,FALSE,3386 19th Street
Bissap Baobab,3388 19th St,Bissap Baobab,6RD33qPwBS6j3ggo84J4iA,$$,4,891,Dance Clubs,FALSE,3388 19th St
Boomerang Cocktail Lounge,1430 Noriega St,Boomerang Cocktail Lounge,qcbN_rgQa1r0_tWGKbQ0jw,$,4,34,Dive Bars,FALSE,1430 Noriega St
Taboun,203 Parnassus Ave,Taboun,6ZrEklsw3WiASAUq_2DZcQ,$,4,252,Middle Eastern,FALSE,203 Parnassus Ave
The Village Market & Pizza,750 Font Blvd,The Village Market & Pizza at SFSU,91Erf8i774GgXSHDgLbO3g,$,3.5,55,Pizza,FALSE,750 Font Blvd
Good To Go,750 Font Blvd,Mr Szechuan,XhbkZ-5nUJ3bRy7uKPx7iQ,$$,4.5,206,Chinese,FALSE,890 Taraval St
Yogi Food Market,908 Sutter St,Yogi Food Market,H_iJe2L8cwgXhGJW3b7ruw,$$,4,15,Grocery,FALSE,908 Sutter St
Dolce Gelato,916 Sutter St,Handel’s Homemade Ice Cream,vviBDZxYsWk926AMjHTSOQ,No record in Yelp,4.5,92,Ice Cream & Frozen Yogurt,FALSE,1011 E Bidwell St
Bite,912 Sutter St,Bite,ZXwnSN4GlEuSTNCRrjjRMg,$$,4,755,Delis,FALSE,912 Sutter St
R Bar,1176 Sutter St,R Bar,96N7ldbRRNJE5y8P9DsMZQ,$,4,371,Dive Bars,FALSE,1176 Sutter St
Pan Lido Salvadoreno #2 Inc,5216 Mission St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Judahlicious Juice,3906 Judah St,Judahlicious,PT_j8Sj6sIScFXo04UpXww,$$,3.5,752,Juice Bars & Smoothies,FALSE,3906 Judah St
El Nuevo Porvenir,2950 21st St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Subway Sandwiches,3801 3rd St Ste 310,Subway,acON3UTizp46dCOArwkPUw,$,2.5,32,Sandwiches,FALSE,550 Gene Friend Way
Green Chile Kitchen & Market,1801 Mcallister St,Bi-Rite Market,sPUkCbbBBuEa5bSQE3BR-A,$$,4.5,486,Grocery,FALSE,550 Divisadero St
Chile Pies & Ice Cream,601 Baker St,Bi-Rite Creamery,wGl_DyNxSv8KUtYgiuLhmA,$,4.5,9552,Ice Cream & Frozen Yogurt,FALSE,3692 18th St
Chile Pies(sweet & Savory),314 Church St,Milohas,LUU61RfTlkJcshyzIMKu6g,$$,4.5,630,Bakeries,FALSE,4662 Meridian Ave
The Cigar Bar And Restaurant,850 Montgomery St,The Occidental Cigar Club,39DgSNLIaRSxZJGAl-nmGw,$$,4,324,Tobacco Shops,FALSE,471 Pine St
Mandalay Restaurant,4348 California St,Mandalay,IPpQnGDJVApDEM5A93txtw,$$,4,2128,Burmese,FALSE,4348 California St
Oola Restaurant & Bar,860 Folsom St Ste A,Oola Restaurant & Bar,xQip7O-KABOtzBb-an4MIw,$$,3.5,1720,American (New),TRUE,860 Folsom St
Toyo Japanese Restaurant,1559 Sloat Boulevard Unit A,Toyo Sushi,qyua4Zel7mu-y0njyGAgAQ,$$,4,405,Sushi Bars,FALSE,2865 Ygnacio Valley Rd
Yuyu Sushi,1559 Sloat Blvd #A,Yuyu Sushi,xqP8EXQrBkFEwTnjSbMD0w,$$,3,149,Sushi Bars,FALSE,1559 Sloat Blvd
Little Star Pizza,846 Divisadero St,Little Star Pizza,__I9HmtBMV4dDkEgT22V4g,$$,4.5,2861,Pizza,FALSE,846 Divisadero St
Valentina Ristorante,419 Cortland Ave,Vega,v5zt16ojbtRIU0I7VzqqVA,$$,4,624,Italian,FALSE,419 Cortland Ave
Vega,419 Cortland Ave,Vega,v5zt16ojbtRIU0I7VzqqVA,$$,4,624,Italian,FALSE,419 Cortland Ave
Hyde Street Bistro,1521 Hyde St,Hyde Street Seafood House And Raw Bar,dKa_kHlr8fzfgVSl64Mu5w,$$,3.5,764,Seafood,FALSE,1509 Hyde St
La Maison,1521 Hyde St,La Maison Du Chocolat,C29s1XOK6SB7EwSRhqE47A,$$$$,4,5,Chocolatiers & Shops,TRUE,150 Stockton St
Ech'o Catering,1521 Hyde St,Foxtail Catering and Events,8ugMHM_J5JPCjzSncUJ53A,No record in Yelp,5,33,Party & Event Planning,FALSE,2565 3rd St
Mussels Bar,861 Ashbury St,Bar Crudo,CTE5lnXUYp4xidmh35knNg,$$$,4,1828,Seafood,FALSE,655 Divisadero St
Mussel Bar,861 Ashbury St,La Trappe,O1MMFEvWtjzvD0dlSymreg,$$,4,833,Belgian,FALSE,800 Greenwich St
Grapes And Barley,861 Ashbury St,Aziza,gXXBZQ4ajiKpzSG_gbNQaw,$$$,4,1942,Moroccan,FALSE,5800 Geary Blvd
La Rotisserie,1521 Hyde St,Limón Rotisserie,r7RwvYMwxDuK3u26fHbYDA,$$,4,3170,Peruvian,FALSE,1001 S Van Ness Ave
Grape And Barley,861 Ashbury St,Aziza,gXXBZQ4ajiKpzSG_gbNQaw,$$$,4,1942,Moroccan,FALSE,5800 Geary Blvd
Cocotte,1521 Hyde St,Cocotte,xO2V0wkXP3Na-mWhLo1ZxQ,$$$,4,511,French,FALSE,1521 Hyde St
Cocotte Rotisserie,1521 Hyde St,Cocotte,xO2V0wkXP3Na-mWhLo1ZxQ,$$$,4,511,French,FALSE,1521 Hyde St
Baysubway 03,147 Mason St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
La Santaneca De La Mission,2815 Mission St,La Santaneca De La Mission,a65f7jC8nGBZfmW31EtHbg,$$,4,380,Mexican,FALSE,2815 Mission St
Mijita,1 Ferry Bldg E-10,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
The Sentinel Restaurant,37 New Montgomery St,The Sentinel,kEhq0qT_JFxgeh-pCS4lPA,$,4,1296,Sandwiches,FALSE,37 New Montgomery St
Canteen,817 Sutter St,Kantine,fIkLJ_xpZo8py8SYTXYkPQ,$$,4,161,Scandinavian,FALSE,1906 Market St
Curryous,3733 17th St,Curryous Indian Fijian Catering & Events,bMcdLRtwBFmfoVQJUlkBnQ,No record in Yelp,5,47,Caterers,FALSE,"San Francisco, CA 94114"
The Truckstop Cafe,798 Brannan St,Truck Stop,GarWcPYHPV2rd6GP3oZZuw,$$,4,84,Street Vendors,FALSE,450 Mission St
Cafe Mars,798 Brannan St,Mars Bar & Restaurant,0FU4AMHgNcElMtoXg0Li6Q,$$,4,440,Bars,FALSE,798 Brannan St
Mars Bar & Restaurant,798 Brannan St,Mars Bar & Restaurant,0FU4AMHgNcElMtoXg0Li6Q,$$,4,440,Bars,FALSE,798 Brannan St
Thai Chef 2,4133 18th St,Aroy Thai,iJX5t1QizjyP7daoYs97Bw,No record in Yelp,5,3,Thai,FALSE,359 Divisadero St
Venice Pizza And Restaurant,5228 Mission St,Venice Pizza,_vQZbUY7s373Z17atFNtsg,$$,3,62,Pizza,FALSE,5228 Mission St
Buffalo Whole Food And Grain C,598 Castro St,Whole Foods Market,8kxHJWXBp_g4z3SlfCpB-g,$$,3,405,Grocery,FALSE,690 Stanyan St
Chouquet's,2500 Washington St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Philippine Delicacies,5609 Mission St,Philippine Delicacies,Ce3GMfMd8Or4Uwn5I7GOuQ,$,3,13,Grocery,FALSE,5609 Mission St
Sweet Chinito,3100 Mission St,Sweet Chinito Coffee,P8zfrRHemETl3gYFY5FFNA,$,4.5,99,Coffee & Tea,FALSE,3100 Mission St
The Hidden Vine Wine Bar,408 Merchant St,The Hidden Vine,bJm7lxFjXPTg1yJ3WBikMg,$$,4.5,793,Wine Bars,FALSE,408 Merchant St
Palio Paninoteca,505 Montgomery St,Palio Caffe - UCSF,CFzCcOdtg7KNAHfp1DRe7Q,$,3,60,Delis,FALSE,500 Parnassus Ave
Palio Paninoteca,500 Parnassus Ave,Palio Caffe - UCSF,CFzCcOdtg7KNAHfp1DRe7Q,$,3,60,Delis,FALSE,500 Parnassus Ave
Palio Paninoteca,2565 3rd St 307,Palio Caffe - UCSF,CFzCcOdtg7KNAHfp1DRe7Q,$,3,60,Delis,FALSE,500 Parnassus Ave
Palio Caffe,163 2nd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Delirium Cocktails,3139 16th St,Dalva,JcmZsOEQw0LqcIaxiISjVA,$$,4,479,Cocktail Bars,FALSE,3121 16th St
Barbary Coast Beverge Catering,3139 16th St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Ace's,998 Sutter St,Ace's,QKQAzwWhJHypMkfFjowchw,$$,4,295,Bars,FALSE,998 Sutter St
Hollywood World Llc,810 Clay St,Galleria Park Hotel,ZAEI2S5XUP2Kizr7fTgaMA,$$,4,479,Hotels,FALSE,191 Sutter St
Utopia Cafe,139 Waverly Pl,Utopia,KCw6yqjUUdojKF3LxadiUg,$$,3,221,Breakfast & Brunch,FALSE,267 Amsterdam Ave
Zazie Restaurant Llc,941 Cole St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sip.,787 Broadway,Bibble & Sip,WHRHK3S1mQc3PmhwsGRvbw,$,4.5,4699,Coffee & Tea,FALSE,253 W 51st St
Sip Bar & Lounge,787 Broadway,Sip Sak,wzbta6vcz3YNLZDhgrzy1w,$$,3.5,400,Turkish,FALSE,928 2nd Ave
Cafe De La Presse,352 Grant Ave,Café de la Presse,i01yAevi-3E9AhymV8hqgA,$$,3.5,1602,French,FALSE,352 Grant Ave
Cafe De La Presse,334 Grant Ave,Simeon's On The Commons,ntH3yiPIjLyMxYDCfY-UUQ,$$,4,164,American (New),FALSE,224 E State St
Pazzia,337 3rd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
First Cup,2911 Van Ness Ave,First Cup,z6DlLVZXBmLz4wKWLQBAGA,$,4,58,Coffee & Tea,FALSE,2911 Van Ness Ave
Thailand Restaurant,438 Castro St,Thailand Restaurant,yWja5zGBY3GSn_dtEXd7UA,$$,3.5,273,Thai,FALSE,438 Castro St
639 Clement Street Inc,639 Clement St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
King's Thai Cuisine,639 Clement St,King's Thai Cuisine #2,DwNUogLFZrKkVhguM5EnLw,$$,3,213,Thai,FALSE,346 Clement St
Cafe Bakery,1365 Noriega St,Cafe Bakery & Restaurant,B0lqvrhX9BNPMggTFmFj8g,$$,3.5,494,Bakeries,FALSE,1365 Noriega St
Won Ton House,1325 Noriega St,Won-Ton-House,syIHvIqM4ON4FkK_lHcvGA,$,3.5,475,Cantonese,FALSE,1325 Noriega St
Ice House,1311 Noriega St,The Sweet House,8yhmSq4jGr2K7SrT5qWScA,$,4,185,Candy Stores,FALSE,3512 Balboa St
California Golden Cookies,255 Kearny St,California Golden Cookies,utkea1QEWubQNh5F0ebaFA,No record in Yelp,4,14,Desserts,FALSE,255 Kearny St
Sf Wraps,255 Kearny St,SF Wraps,3AC3j3K25rdYLDe3D2Ld4w,$$,4,261,Mediterranean,FALSE,255 Kearny St
San Francisco Wraps,255 Kearny St,DecalSF,dV-7i6iK1Ep-e4uM9F2CCw,No record in Yelp,5,15,Printing Services,FALSE,233 S Maple Ave
Tsing Tao Restaurant,3107 Clement St,Tsing Tao Chinese,TziNBtSNQfRszP5QIJciIg,$,3.5,278,Chinese,FALSE,3107 Clement St
Rava Food Inc,237 Powell St,Mysore Woodlands,rrdPh6uSs4WpOiziD41_5w,$$,3,297,Indian,FALSE,2548 W Devon Ave
Cafe Bellini,235 Powell St,Cafe Bellini,Oso0WyQvRWlgTq4GFvr5Sg,$$,3,414,American (New),TRUE,235 Powell St
Cafe Bellini,865 Market St,Cafe Bellini,Oso0WyQvRWlgTq4GFvr5Sg,$$,3,414,American (New),TRUE,235 Powell St
Cafe Bellini,500 Parnassus Ave,Cafe Bellini,TNf1GhM2UAySh9MG6IxP0Q,$,2.5,42,Italian,FALSE,500 Parnassus Ave
Cafe Bellini,15 Powell St,Avvio,ZLpanCUAywLhPCMq_lznOA,$$,4,226,American (New),FALSE,90 Hillside Rd
Burger House,237 Powell St,The Country House,LRAQJ3uLqZ9zl2rbeTUPaA,$$,4,247,Burgers,FALSE,241 55th St
Caffe Central,845 Market St Ste 13a,Caffe Central,8LtAhMAXEI8FgKazwRIzgQ,$,3.5,133,Cafes,FALSE,845 Market St
Caffe Central,133 Ofarrell St,Caffe Central,8LtAhMAXEI8FgKazwRIzgQ,$,3.5,133,Cafes,FALSE,845 Market St
Mis Antojitos,2598 Harrison St,Mis Antojitos Jalisco,wW7IFW-hHh399c6bXbIScg,No record in Yelp,1,1,Desserts,FALSE,2815 Willow Pass Rd
Taco San Buena,2598 Harrison St,Tacos San Buena,VhHqbhSwCKDaRK0KAmpjGA,$,4,46,Mexican,FALSE,Shotwell & 16th St
Tacos San Buena,768 Sansome St,Tacos San Buena,ABBoAI9zBOlwxmxowEJt2w,$,3.5,109,Mexican,FALSE,375 Pacific Ave
Taco San Buena,Shotwell & 16th St Rte 62,Tacos San Buena,VhHqbhSwCKDaRK0KAmpjGA,$,4,46,Mexican,FALSE,Shotwell & 16th St
Taco San Buena,Sansome & Bush St Rte 2,San Buena Taco Truck,0CdBARtbFm8sRouaHGcwUQ,$,3,57,Food Trucks,FALSE,Sansome St And Sutter St
Broadway Cigars & Liquors,550 Broadway,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Osha Thai Restaurant & Lounge,311 3rd St,Osha Thai,Bh7t4TwGuRMOJ-s3qUSQwQ,$$,3.5,940,Thai,FALSE,311 3rd St
Work Of Art Catering Inc,1226 Folsom St,"Leftwich Event Specialists, Inc",LwvNI-JnnNtwrXczAfyf3A,No record in Yelp,5,17,Party & Event Planning,FALSE,25 Taylor Street 6th Fl
Taqueria Los Coyotes No 2 Inc,3036 16th St,Taqueria Los Coyotes,ZAPitG9126yVupKWHp54yA,$$,4,891,Mexican,FALSE,3036 16th St
Guzmans Produce Market Inc,5229 Mission St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Zeki's Bar Inc,1319 California St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Eggettes.com,3136 Noriega St,Eggettes,alMVd3ZuDqSL3EIf5NQf_g,$,4,677,Coffee & Tea,FALSE,639 El Camino Real
Taste Of Formosa Inc,2428 Clement St,Taiwan Porridge Kingdom,k69A174QtWGhBIs3ApUMVw,$,4,301,Taiwanese,FALSE,20956 Homestead Rd
Polished Lounge,470 3rd St Ste 101,Mikels The Paul Mitchell Experience,UDiJPF0UDg4BIsjxCyZSrg,$$,5,169,Makeup Artists,FALSE,4110 Henderson Blvd
Dartealing Lounge,470 3rd St Ste 101,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Hotel Biron,45 Rose St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
