,DBA Name,Street Address,Yelp_Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp_Address
3397,Taza Smoothies & Wraps,750 Font Blvd,Taza Smoothies & Wraps,GIjfj-L-0nDOkLSukl9N7g,$,3.5,54,Juice Bars & Smoothies,FALSE,750 Font Blvd
3398,Lone Palm Bar,3394 22nd St,Lone Palm,IXzHTl7U6iysSumeHpYzJw,$$,4,387,Bars,FALSE,3394 22nd St
3400,100% Sweet Cafe,2512 Clement St,100% Sweet Cafe,VPA1EFglGYDyodAWDm5-sA,$,3,530,Asian Fusion,TRUE,2512 Clement St
3401,The Pig And Whistle,2801 Geary Blvd,The Pig & Whistle,eozQsh2UnHM9aok46zGgyA,$$,4,465,Pubs,FALSE,2801 Geary Blvd
3407,Street Restaurant,2141 Polk St,Street Restaurant and Bar,hnoOXDcgN4xqLOU6lplGXg,$$,4,633,American (New),FALSE,2141 Polk St
3408,Little Henry's,3600 Balboa St,Little Henry's,nWmeuZ8g4hhJOrADh7VFHA,$$,3,261,Italian,FALSE,3600 Balboa St
3410,Chieftain The,198 5th St,The Chieftain Irish Pub & Restaurant,QkaSsRmSHnc7vlypsfNfyA,$$,4,867,Burgers,FALSE,198 5th St
3411,The Chieftain Irish Pub,198 5th St,The Chieftain Irish Pub & Restaurant,QkaSsRmSHnc7vlypsfNfyA,$$,4,867,Burgers,FALSE,198 5th St
3412,Arizmendi Bakery,1331 9th Ave,Arizmendi Bakery,xDwEMq8kgT0eQepn90Jkvg,$,4.5,1909,Bakeries,FALSE,1331 9th Ave
3413,Hard Knox Cafe,2526 3rd St,Hard Knox Cafe,8pZevgVXucZStPwUYPfAkQ,$$,4,2143,Soul Food,FALSE,2526 3rd St
3417,Charlies Cafe,3202 Folsom St,Charlie's Deli Cafe,hNze7c3mWvEnAXYT_geV9Q,$,4.5,86,Delis,FALSE,3202 Folsom St
3420,Hamano Sushi,1332 Castro St,Hamano Sushi,qtH79N3gbcOe4ToQWBckuQ,$$,3.5,396,Sushi Bars,FALSE,1332 Castro St
3421,Bamboo Restaurant,1441 Polk St,Bamboo Restaurant,j8Ih_-L9adYlmkh1nC-GCA,$$,3,428,Chinese,FALSE,1441 Polk St
3423,Food City,403 Eddy St,Soul Food City,K2gIaCRPc0eeQkyaIb-Pvw,$,3.5,80,Soul Food,FALSE,403 Eddy St
3424,Soul Food City,403 Eddy St,Soul Food City,K2gIaCRPc0eeQkyaIb-Pvw,$,3.5,80,Soul Food,FALSE,403 Eddy St
3427,Buffalo Burgers,5317 Geary Blvd,Buffalo Burger Restaurant,Nvc1XZVJZhp2CHbh_hTLUw,$,4,415,Burgers,FALSE,5317 Geary Blvd
3428,Royal Ground Coffee,5301 Geary Blvd,Royal Ground Coffee,LyLkIsNh_JVy7vhbDey93g,$,3.5,190,Coffee & Tea,FALSE,5301 Geary Blvd
3430,New Hing Lung Restaurant,1556 Noriega St,New Hing Lung Restaurant,YA_IfP1_x89yjxzKGn1QyQ,$$,3,199,Chinese,TRUE,1556 Noriega St
3433,Buena Vista Cafe,2765 Hyde St,The Buena Vista,wdlyeH5ug7uZpvtb-N97fQ,$$,4,2600,Bars,FALSE,2765 Hyde St
3434,Lupa,4109 24th St,Lupa Trattoria,0COxcLD-42ecMqBYyoUfyQ,$$,4,629,Italian,FALSE,4109 24th St
3438,Burma Super Star Restaurant,309 Clement St,Burma Superstar,eYXwVR4mMAjzkJnm5wneHQ,$$,4,6718,Burmese,FALSE,309 Clement St
3441,Dna Lounge,375 11th St,DNA Lounge,xGaaM-b7Xcs3Y6X2O_H9uw,$$,3.5,752,Dance Clubs,FALSE,375 11th St
3444,Chipotle Mexican Grill,126 New Montgomery St,Chipotle Mexican Grill,SQuQ32gVOVsnXrKCOXl0Xw,$,3,505,Mexican,FALSE,126 New Montgomery St
3454,Vanida Thai Kitchen,3050 Taraval St,Vanida Thai Kitchen,uauHhqLPVP0ug-_qCzzT9Q,$$,3.5,445,Thai,FALSE,3050 Taraval St
3455,Ozumo Restaurant,161 Steuart St,Ozumo,PNxwbgtfdpldd3CyJFIw3w,$$$,3.5,2154,Sushi Bars,FALSE,161 Steuart St
3457,Java Supreme,703 Guerrero St,Java Supreme,BORik_MbIabFgzdFRVLDvQ,$,4.5,195,Breakfast & Brunch,FALSE,703 Guerrero St
3461,Noriega Teriyaki House,1755 Noriega St,Noriega Teriyaki House,YDeqSFd7qdbbFiBUO6Gpjw,$$,3,569,Japanese,FALSE,1755 Noriega St
3464,Moscow & Tbilisi Bakery Store,5540 Geary Blvd,Moscow & Tbilisi Bakery Store,hak3kl6F0AHR3nau6Q9kvQ,$,4,534,Bakeries,FALSE,5540 Geary Blvd
3468,Sociale,3665 Sacramento St,Sociale,ZtFGuS4Z3rZ-J3Abw4V-oA,$$$,4,663,Italian,FALSE,3665 Sacramento St
3471,Lam Hoa Thuan Restaurant,2337 Irving St,Lam Hoa Thuan Restaurant,RFN0LfJqSO0lGcArWikKdQ,$,3.5,527,Vietnamese,FALSE,2337 Irving St
3472,New Emmys Restaurant,1923 Ocean Ave,Emmy's Restaurant,pXV02Lj-jWt6rgHRQzJmqA,$,3,652,Chinese,FALSE,1923 Ocean Ave
3473,Norman's Ice Cream & Freezes,2801 Leavenworth St,Norman's Ice Cream & Freezes,sfAIpzEC8ywpy36YhzikmQ,$,4.5,314,Ice Cream & Frozen Yogurt,FALSE,2801 Leavenworth St
3474,Pork Store Cafe,1451 Haight St,Pork Store Cafe,eOCVoXsOEnbr9c89RD0UEQ,$$,4,1343,Breakfast & Brunch,FALSE,1451 Haight St
3475,In N Out Burger #154,333 Jefferson St,In-N-Out Burger,_RysiB_bqTgCBmG8W96H4A,$,4,1817,Fast Food,FALSE,333 Jefferson St
3478,Miki Restaurant,3639 Balboa St,Miki Restaurant,ydRU8jEKxt0X5PQdP4VdRQ,$$,4,487,Ramen,FALSE,3639 Balboa St
3491,Gold Corner Cafe,2723 Oakdale Ave,Gold Corner Cafe,#NAME?,$,2.5,14,Chinese,TRUE,2723 Oakdale Ave
3493,Harry's Bar,2020 Fillmore St,Harry's Bar,R-IHnccjb6tXlNXzR-xsng,$$,3,874,Bars,FALSE,2020 Fillmore St
3497,Matrixfillmore,3138 Fillmore St,MatrixFillmore Private Events,Eig-8Kl1krRQB6z_fOjflw,No record in Yelp,4.5,4,Venues & Event Spaces,FALSE,3138 Fillmore St
3499,Julie's Kitchen,50 Fremont St,Julie's Kitchen,C-hNzH_6mY9JwhZfdjx1EA,$$,3.5,220,Do-It-Yourself Food,FALSE,50 Fremont St
3506,Grumpys American Pub,125 Vallejo St,Grumpy's American Pub,F9XZP_O1niMoRUgkj3AUGA,$$,3.5,335,Pubs,FALSE,125 Vallejo St
3508,Sea Breeze Cafe,3940 Judah St,Sea Breeze Restaurant,vckDXQCcqHDwgOhBpzH2qg,$$,4,472,Breakfast & Brunch,FALSE,3940 Judah St
3509,Grand Mission Donut & Bakery,2195 Mission St,Grand Mission Donuts & Bakery,y1_s1xAC7eRK1ws3L92i-Q,$,4,98,Donuts,FALSE,2195 Mission St
3511,Pebbles Cafe,2852 Diamond St,Pebbles Cafe,_zu83bXlHo-76rawc_E8gw,$,4,82,Sandwiches,FALSE,2852 Diamond St
3514,Le P'tit Laurent,699 Chenery St,Le P'tit Laurent,rlJntikl6JesFV-gb3eQYA,$$$,4,762,French,FALSE,699 Chenery St
3518,Round Table Pizza,801 Van Ness Ave,Round Table Pizza,sW98jWYHl01r46avD5cUYA,$$,2,186,Pizza,FALSE,801 Van Ness Ave
3519,New Asia Restaurant,772 Pacific Ave,New Asia Chinese Restaurant,hPdebXu_37ELCtoDaVuU8g,$$,3,630,Dim Sum,FALSE,772 Pacific Ave
3521,Ristorante Ti Piacera,1507 Polk St,Ti Piacera Ristorante,NcXfS-AbgTM9Hjfz2bmMRQ,$$,3.5,397,Italian,FALSE,1507 Polk St
3525,Muddys Coffee House,1304 Valencia St,Muddy's Coffee House,mwcs84yDiQXfBFwkl_Cvsw,$,3,178,Coffee & Tea,FALSE,1304 Valencia St
3526,Muddy Waters Coffee House,521 Valencia St,Muddy Waters Coffee House,oFBA0gy9tyD89lmlLmb-Og,$,3,299,Coffee & Tea,FALSE,521 Valencia St
3527,Blue Fig The,990 Valencia St,The Blue Fig,aTGhysOaQQc-lMt_aNAYxw,$,3.5,371,Coffee & Tea,TRUE,990 Valencia St
3529,Round Table Pizza,737 Portola Dr,Round Table Pizza,R8M5LVLLFZK8EnBU5T2O8Q,$$,2.5,214,Pizza,FALSE,737 Portola Dr
3530,Pops Sandwich Shop,737 Portola Dr,Pop's Sandwich Shop,B20ZI2_yshDIqFgirAwmeQ,$,4,233,Sandwiches,FALSE,737 Portola Dr
3533,Daily Grill San Francisco,347 Geary St,Daily Grill,idI1fL-AsM0nhdIPpHf3sA,$$,3.5,1188,American (Traditional),FALSE,347 Geary St
3534,Tartine Bakery,600 Guerrero St,Tartine Bakery & Cafe,ri7UUYmx21AgSpRsf4-9QA,$$,4,7831,Bakeries,FALSE,600 Guerrero St
3535,The Grove Fillmore,2016 Fillmore St,The Grove - Fillmore,ugXtAA14p4EoD42zMaF1Xw,$$,3.5,1535,Sandwiches,FALSE,2016 Fillmore St
3536,Zingari Ristorante,501 Post St,Zingari Ristorante + Jazz Bar,yQ5_zQbdfiexfvDe90__KQ,$$$,3.5,535,Italian,FALSE,501 Post St
3540,Squat & Gobble Cafe #5,2263 Chestnut St,Squat & Gobble,C-FmlwtyYfNJ_47T0xyS1g,$$,3.5,879,Creperies,FALSE,2263 Chestnut St
3547,Noah's New York Bagels #2147,2300 16th St,Noah's Bagels,CP5ZFig_e06EgR1GcJiUuw,$,2.5,141,Bagels,FALSE,2300 16th St
3555,Osha Thai Noodle Cafe,696 Geary St,OSHA Thai Noodle Cafe,vsNXAscvm-FIU423Cy874w,$$,3.5,1643,Thai,FALSE,696 Geary St
3558,Brothers Restaurant,4128 Geary Blvd,Brothers Restaurant,YPX6pxEduWqc_O5htEmTnQ,$$,3.5,1160,Korean,FALSE,4128 Geary Blvd
3559,Thai Spice Restaurant,1730 Polk St,Thai Spice,gPMeR13r24uBVvWtp5MOWg,$$,3.5,581,Thai,FALSE,1730 Polk St
3560,New Golden Daisy,1041 Stockton St,New Golden Daisy,jRHLPjW8NbaPrAEFwYpw7Q,$,4,214,Delis,FALSE,1041 Stockton St
3562,Samila Thai Restaurant,2415 Clement St,Samila Thai Restaurant,gDyhcwI4XPBpfh8do5Dnbw,$$,3.5,17,Thai,FALSE,2415 Clement St
3563,Smile's B B Q,2619 Mission St,Smile BBQ,frKZTOHKDKDkrK5pePByPw,$,3.5,45,Barbeque,FALSE,2619 Mission St
3564,St Francis Fountain,2801 24th St,St. Francis Fountain,Zx_VDLeaFdnMFkGyorDZtQ,$$,4,1174,Breakfast & Brunch,FALSE,2801 24th St
3568,La Corneta Taqueria,2731 Mission St,La Corneta Taqueria,vt8MHtJs4HNHxXKRk_fuHw,$,4,632,Mexican,FALSE,2731 Mission St
3569,A La Turca,869 Geary St,A La Turca Restaurant,2PRgMkqX2dRrcuaJEi_1Rg,$$,4,810,Turkish,FALSE,869 Geary St
3571,Cafe Madeleine,300 California St,Cafe Madeleine,SOZuFpNqQTD5XprPD5XeVw,$$,4,480,Coffee & Tea,FALSE,300 California St
3572,Cafe Madeleine,149 New Montgomery St,Cafe Madeleine,gBuLECbmaxvxQX9y90EZSA,$,4,471,Bakeries,FALSE,149 New Montgomery St
3574,Nihon Whisky Lounge,1779 Folsom St,Nihon Whisky Lounge,vOjAWfhzLaXHa1v5cGnuIQ,$$$,3.5,1385,Japanese,FALSE,1779 Folsom St
3575,Crepes On Cole,100 Carl St,Crepes On Cole,UyA7m3aI7SB0hWdMzlwGWQ,$$,3.5,681,Creperies,FALSE,100 Carl St
3576,Angelina's Deli-Cafe,6000 California St,Angelina's Deli Cafe,sasR19uB_5lsk5MT3wgQMQ,$$,4,336,Bakeries,FALSE,6000 California St
3577,Phoenix Irish Bar & Restaurant,811 Valencia St,Phoenix Irish Bar,z044R1luJTuVtzUGUA9d-A,$$,3.5,672,Sports Bars,FALSE,811 Valencia St
3578,Deja Vu Pizza & Pasta,3227 16th St,Deja Vu Pizza and Pasta,5-B4VF38j-cba9rFtzcmFw,$,3.5,397,Pizza,FALSE,3227 16th St
3581,Swig Bar,561 Geary St,Swig,4d2qEn70fbLzcvIpDPeuMA,$$,3.5,823,Lounges,FALSE,561 Geary St
3583,The Devils Acre,256 Columbus Ave,The Devil's Acre,4zzclq390w0XPOAJBx4HDg,$$,4,328,Cocktail Bars,FALSE,256 Columbus Ave
3599,Basil Thai Restaurant & Bar,1175 Folsom St,Basil Thai Restaurant & Bar,lL-Zq1hlHreP7qAA2sVqNg,$$,4,1497,Thai,FALSE,1175 Folsom St
3600,Via Veneto,2244 Fillmore St,Via Veneto,f_uf8paCL1pJ29ZI4AyiEg,$$,4,249,Italian,FALSE,2244 Fillmore St
3601,Zushi Puzzle Inc,1910 Lombard St,Zushi Puzzle,u2qFhVAiH3kQIGhEW6PmMA,$$$,4,1335,Sushi Bars,FALSE,1910 Lombard St
3605,Tanpopo,1740 Buchanan St,Tanpopo,ld0mW_4EUFVK-izi5mD3GA,$$,3.5,1352,Ramen,TRUE,1740 Buchanan St
3608,Oasis Cafe,901 Divisadero St,Oasis Cafe,nGet0Wd9KwkF2OMoOSP0yg,$$,4.5,241,Ethiopian,FALSE,901 Divisadero St
3609,Amasia Hides Sushi Bar,149 Noe St,Amasia Hide's Sushi Bar,cxwUE8vfZDFFvUwq1J_M3w,$$,4,311,Sushi Bars,FALSE,149 Noe St
3611,Amarena Restaurant,2162 Larkin St,Amarena,SIlvau33Tsp5IuEEmGf46A,$$,4,578,Italian,FALSE,2162 Larkin St
3612,Chava's Mexican Restaurant,2839 Mission St,Chava's Restaurant,hkqph_Rn9-_4TzGNJLIpzw,$$,4,185,Mexican,FALSE,2839 Mission St
3619,Heung Yuen Restaurant,3279 22nd St,Heung Yuen Restaurant,NGPpY1rZSuWZ7Sqdi43mCQ,$,4,280,Chinese,FALSE,3279 22nd St
3620,Gourmet Dim Sum Cafe,651 Clement St,Gourmet Dim Sum and Cafe,CgrDoK7B3fXp0Og5eAd30Q,$,3.5,109,Dim Sum,FALSE,651 Clement St
3623,Sushi Rapture,1400 Leavenworth St,Sushi Rapture,TkI_23ROVAsSDLg6ovzdYw,$$,3.5,341,Sushi Bars,FALSE,1400 Leavenworth St
3624,Hai's Restaurant,227 Hyde St,Hai's Restaurant,4M1wrPcRWO1iOLsB8-ZuRg,$,4,71,Chinese,FALSE,227 Hyde St
3629,540 Club,540 Clement St,540 Club,VXMbtldWZKfC8GklXNOuXw,$,4,383,Bars,FALSE,540 Clement St
3632,Ma's Dim Sum & Cafe,1315 Powell St,Ma's Dimsum & Cafe,mnpBIXtI8f1_My6v7sXfYA,$,4,53,Dim Sum,FALSE,1315 Powell St
3634,Five Happiness Restaurant,4142 Geary Blvd,Five Happiness,ZJeACgKeEPuk3v0UiR9Y_Q,$$,3.5,266,Taiwanese,FALSE,4142 Geary Blvd
3635,Ten Ichi Japanese Restaurant,2235 Fillmore St,Ten-Ichi,T1DIDe7MdSdPOpPT_VJzpw,$$,3.5,339,Japanese,FALSE,2235 Fillmore St
3636,Hiep Thanh Market,724 Larkin St,Hiep-Thanh Market,bfYjUpsHSxGUl6FVGx4n1Q,$,4,37,Fruits & Veggies,FALSE,724 Larkin St
3641,Taraval Okazu Ya,1735 Taraval St,Taraval Okazu Ya Restaurant,vfK7_QDzzQfzaXf4zOz0fA,$$,3.5,879,Japanese,FALSE,1735 Taraval St
3648,Okoze Sushi,1207 Union St,Okoze Sushi,FkmficKyZxewFcG5H2FcNg,$$$,4,643,Sushi Bars,FALSE,1207 Union St
3652,Bergerac,316 11th St,Bergerac,SAymqe2nMxK8u5Cxp42WKw,$$,4,307,Comfort Food,FALSE,316 11th St
3662,Sf University High School,3065 Jackson St,Summerbridge San Francisco,hD6mxdE5FR81ZQuwi3T-BA,No record in Yelp,5,1,Middle Schools & High Schools,FALSE,3065 Jackson St
3667,San Francisco General Hospital,1001 Potrero Ave,Zuckerberg San Francisco General Hospital and Trauma Center,VWCXj51YMHRhl-V9qfNbEQ,No record in Yelp,2.5,275,Hospitals,FALSE,1001 Potrero Ave
3672,Clement Bbq Restaurant,617 Clement St,Clement BBQ,MKGPb57KYoj11x0t7r5HGw,$,4,268,Dim Sum,FALSE,617 Clement St
3673,El Super Burrito,1200 Polk St,El Super Burrito,#NAME?,$,3,344,Mexican,FALSE,1200 Polk St
3674,La Loma Produce #7,2695 San Bruno Ave,La Loma Produce No 7,JFexh9AHdobHpq3yQe0_aQ,$,3,28,Grocery,FALSE,2695 San Bruno Ave
3675,Sri Thai Cuisine,4621 Lincoln Way,Sri Thai,lOSf40Yd3s29fY5bj72IOw,$$,4,427,Thai,FALSE,4621 Lincoln Way
3676,Round Table Pizza,3567 Geary Blvd,Round Table Pizza,HfOv2Z0OyKVw_jt1KnXoag,$$,2.5,120,Pizza,FALSE,3567 Geary Blvd
3680,Geneva Steak House,5130 Mission St,Geneva Steak,F4YXeDcxJbXNnGTWcAv4_g,$$,4,108,Steakhouses,FALSE,5130 Mission St
3681,Caffe Bianco,39 Sutter St,Caffe Bianco,uxsyxN9uJZoZ5jobVBM3sg,$,4,229,Cafes,TRUE,39 Sutter St
3682,Hanaro,939 Geary St,Hanaro,Tcppxj9jwP7MXUcunIdSjg,$$,2.5,40,Dive Bars,FALSE,939 Geary St
3683,Boboquivari's The Steak,1450 Lombard St,Bobo's,yNU6sPRWzVl0ngCRqat1TQ,$$$,4,2084,Steakhouses,FALSE,1450 Lombard St
3684,Bobo's,1450 Lombard St,Bobo's,yNU6sPRWzVl0ngCRqat1TQ,$$$,4,2084,Steakhouses,FALSE,1450 Lombard St
3685,Bobo,1450 Lombard St,Bobo's,yNU6sPRWzVl0ngCRqat1TQ,$$$,4,2084,Steakhouses,FALSE,1450 Lombard St
3694,Twin Peaks Tavern,401 Castro St,Twin Peaks Tavern,BsAGJgW-Pdq_qmpVH1RSjw,$$,4,188,Gay Bars,FALSE,401 Castro St
3700,Tommy's Restaurant,5929 Geary Blvd,Tommy's Mexican Restaurant,bNzN08w-3OmD3ag9-9gITA,$$,3.5,1154,Mexican,FALSE,5929 Geary Blvd
3707,House Of Bagels,5030 Geary Blvd,House Of Bagels,g00-FKar6K7uHtIlTa7YGw,$,3.5,714,Bakeries,FALSE,5030 Geary Blvd
3709,Backroom Dining,339 Taraval St,Backroom Dining,58IWF8MjMfl7wIEgIivsEA,$$,3,13,Asian Fusion,FALSE,339 Taraval St
3711,Marnee Thai Restaurant,2225 Irving St,Marnee Thai,pYk2UZ_AUGWO4s8YFepRHQ,$$,4,1788,Thai,FALSE,2225 Irving St
3712,Marnee Thai Restaurant,1243 9th Ave,Marnee Thai,JSWgCOJ3zuegIhkTAfW7yQ,$$,4,1635,Thai,FALSE,1243 9th Ave
3713,Tio Chilo's Grill,2872 24th St,Tio Chilo's Grill,OM8v0GDGzdIhcJODUDCv2Q,$,4.5,56,Mexican,FALSE,2872 24th St
3715,The House,1230 Grant Ave,The House,ZoZjbOYR-apY8XvommlNUA,$$$,4.5,4798,Asian Fusion,FALSE,1230 Grant Ave
3716,House,1230 Grant Ave,The House,ZoZjbOYR-apY8XvommlNUA,$$$,4.5,4798,Asian Fusion,FALSE,1230 Grant Ave
3721,Emperor Palace Restaurant,530 Balboa St,Emperor Palace Restaurant,CqhD3Ou25ygJPvweqFaZSw,$,3.5,149,Chinese,FALSE,530 Balboa St
3724,Town Hall Restaurant,342 Howard St,Town Hall,Tyn-UqOTpVHtZAgrB0lWyQ,$$$,3.5,1949,American (New),FALSE,342 Howard St
3726,Louies Dim Sum,1242 Stockton St,Louie's Dim Sum,BuzfrbiSKrnFa4jeuPTp-w,$,3.5,78,Dim Sum,FALSE,1242 Stockton St
3727,Blue Danube Coffee House,306 Clement St,Blue Danube Coffee House,7zdRSvbg9zbp5tV9Y_-glQ,$$,4,741,Coffee & Tea,FALSE,306 Clement St
3728,Lava Java,852 Stanyan St,Lava Java,RyMG16yT-rON-uscR3QFwg,$,4,181,Coffee & Tea,FALSE,852 Stanyan St
3732,Tak Kee Lee Restaurant,2435 Noriega St,Tak Kee Lee,H3aEQwuDJkschVK-tF-vHQ,$,3.5,181,Chinese,FALSE,2435 Noriega St
3735,A16,2355 Chestnut St,A16,e3WDNQMYpLdMEmM2UV13rA,$$$,3.5,1981,Italian,FALSE,2355 Chestnut St
3737,Axum Cafe,698 Haight St,Axum Cafe,jCmjZVgJSoRBSNlsGh4qBQ,$$,3.5,393,Ethiopian,FALSE,698 Haight St
3738,Saffron Lounge,685 Townsend St,Saffron 685,TcUhtqRLL-lwSGJmpz415Q,$$,4,721,Mediterranean,FALSE,685 Townsend St
3745,Morning Brew Cafe,401 Sansome St,Morning Brew Cafe,eKTVnt8QVzVQx05TiUawGQ,$,3,183,Coffee & Tea,FALSE,401 Sansome St
3746,China First,336 Clement St,China First Restaurant,YOGW7_G6vX-zVwfi5VrGfg,$$,3.5,370,Chinese,FALSE,336 Clement St
3747,Goood Frikin Chicken,10 29th St,Goood Frikin Chicken,w0Vw-4toI_UT_cU8pCVnTg,$$,3.5,896,Greek,FALSE,10 29th St
3752,Haystack Pizza Restaurant,3881 24th St,Haystack Pizza,sZ0pm4KX5z1n5SAAg96vVw,$$,3.5,424,Pizza,FALSE,3881 24th St
3754,Rigolo,3465 California St,Rigolo Café,SA2ylqoib_Vb9R0LmH3HVg,$$,3.5,605,Breakfast & Brunch,FALSE,3465 California St
3756,Boxed Foods Company,245 Kearny St,Boxed Foods Company,tNAkdDxzwTQI2lNm7OG2fA,$$,4,561,Sandwiches,TRUE,245 Kearny St
3757,B Restaurant,720 Howard St,B Restaurant & Bar,jfeOjuMf-kaQm5aaJEGWKA,$$,3.5,742,American (New),FALSE,720 Howard St
3763,Blue Jay Cafe,919 Divisadero St,Brenda's Meat & Three,UbKrcsBaZoaBkBOajEX08g,$$,4,1078,Breakfast & Brunch,FALSE,919 Divisadero St
3765,La Reyna Bakery,3114 24th St,La Reyna Bakery & Coffee Shop,2thSrTzEiazW3R1ndqvErw,$,3.5,51,Bakeries,FALSE,3114 24th St
3771,Ben Wah Restaurant,2786 California St,Ben Wah,zP4uciQqdVGZVf72HttgJA,$,3,96,Chinese,FALSE,2786 California St
3772,House Of Hunan Restaurant,2 Townsend St,House Of Hunan,_4xgvSsDuGgsyfSOVrneag,$,3,221,Chinese,FALSE,2 Townsend St
3776,Project Open Hand,730 Polk St,Project Open Hand,BzE7e-X1l1e5JGq48wBs8A,No record in Yelp,4.5,36,Community Service/Non-Profit,FALSE,730 Polk St
3779,Universal Cafe,2814 19th St,Universal Cafe,DlLsw9bJMJ-YdnrUp2G7mw,$$,4,1349,Breakfast & Brunch,FALSE,2814 19th St
3780,Michelangelo Cafe,579 Columbus Ave,Michelangelo Ristorante & Caffe,p4noc5fB5D3l54uik05XNA,$$,3.5,532,Italian,TRUE,579 Columbus Ave
3782,Ristorante Marcello,2100 Taraval St,Ristorante Marcello,gyZz8yFrX4FN7TF1-ULW5A,$$,4,208,Italian,FALSE,2100 Taraval St
3788,Espetus Churrascaria Inc,1686 Market St,Espetus Brazilian Steak House,ciEDsTWhajcdL3KuJqBRlw,$$$,4,3386,Steakhouses,FALSE,1686 Market St
3794,Restaurante Familiar,4499 Mission St,Restaurante Familiar,Irzn8SThab39vigvKXjMzA,$,3.5,44,Mexican,FALSE,4499 Mission St
3795,Bistro Aix,3340 Steiner St,Bistro Aix,j1yOqKczaI4czwycWDcspw,$$,4,658,French,FALSE,3340 Steiner St
3796,Holey Bagel Bakery,3872 24th St,Holey Bagel,2sNnba1Y2-oVZHwhp0vEcg,$,3.5,132,Bakeries,FALSE,3872 24th St
3797,Subway 31419,2599 San Bruno Ave,Subway Restaurants,HcVznWy9n9zbRBxyOzkmWA,$,2,34,Sandwiches,FALSE,2599 San Bruno Ave
3799,Bissap Baobab,3388 19th St,Bissap Baobab,6RD33qPwBS6j3ggo84J4iA,$$,4,891,Dance Clubs,FALSE,3388 19th St
3800,Boomerang Cocktail Lounge,1430 Noriega St,Boomerang Cocktail Lounge,qcbN_rgQa1r0_tWGKbQ0jw,$,4,34,Dive Bars,FALSE,1430 Noriega St
3801,Taboun,203 Parnassus Ave,Taboun,6ZrEklsw3WiASAUq_2DZcQ,$,4,252,Middle Eastern,FALSE,203 Parnassus Ave
3802,The Village Market & Pizza,750 Font Blvd,The Village Market & Pizza at SFSU,91Erf8i774GgXSHDgLbO3g,$,3.5,55,Pizza,FALSE,750 Font Blvd
3804,Yogi Food Market,908 Sutter St,Yogi Food Market,H_iJe2L8cwgXhGJW3b7ruw,$$,4,15,Grocery,FALSE,908 Sutter St
3806,Bite,912 Sutter St,Bite,ZXwnSN4GlEuSTNCRrjjRMg,$$,4,755,Delis,FALSE,912 Sutter St
3807,R Bar,1176 Sutter St,R Bar,96N7ldbRRNJE5y8P9DsMZQ,$,4,371,Dive Bars,FALSE,1176 Sutter St
3809,Judahlicious Juice,3906 Judah St,Judahlicious,PT_j8Sj6sIScFXo04UpXww,$$,3.5,752,Juice Bars & Smoothies,FALSE,3906 Judah St
3816,Mandalay Restaurant,4348 California St,Mandalay,IPpQnGDJVApDEM5A93txtw,$$,4,2128,Burmese,FALSE,4348 California St
3820,Little Star Pizza,846 Divisadero St,Little Star Pizza,__I9HmtBMV4dDkEgT22V4g,$$,4.5,2861,Pizza,FALSE,846 Divisadero St
3821,Valentina Ristorante,419 Cortland Ave,Vega,v5zt16ojbtRIU0I7VzqqVA,$$,4,624,Italian,FALSE,419 Cortland Ave
3822,Vega,419 Cortland Ave,Vega,v5zt16ojbtRIU0I7VzqqVA,$$,4,624,Italian,FALSE,419 Cortland Ave
3831,Cocotte,1521 Hyde St,Cocotte,xO2V0wkXP3Na-mWhLo1ZxQ,$$$,4,511,French,FALSE,1521 Hyde St
3832,Cocotte Rotisserie,1521 Hyde St,Cocotte,xO2V0wkXP3Na-mWhLo1ZxQ,$$$,4,511,French,FALSE,1521 Hyde St
3834,La Santaneca De La Mission,2815 Mission St,La Santaneca De La Mission,a65f7jC8nGBZfmW31EtHbg,$$,4,380,Mexican,FALSE,2815 Mission St
3836,The Sentinel Restaurant,37 New Montgomery St,The Sentinel,kEhq0qT_JFxgeh-pCS4lPA,$,4,1296,Sandwiches,FALSE,37 New Montgomery St
3840,Cafe Mars,798 Brannan St,Mars Bar & Restaurant,0FU4AMHgNcElMtoXg0Li6Q,$$,4,440,Bars,FALSE,798 Brannan St
3841,Mars Bar & Restaurant,798 Brannan St,Mars Bar & Restaurant,0FU4AMHgNcElMtoXg0Li6Q,$$,4,440,Bars,FALSE,798 Brannan St
3843,Venice Pizza And Restaurant,5228 Mission St,Venice Pizza,_vQZbUY7s373Z17atFNtsg,$$,3,62,Pizza,FALSE,5228 Mission St
3846,Philippine Delicacies,5609 Mission St,Philippine Delicacies,Ce3GMfMd8Or4Uwn5I7GOuQ,$,3,13,Grocery,FALSE,5609 Mission St
3847,Sweet Chinito,3100 Mission St,Sweet Chinito Coffee,P8zfrRHemETl3gYFY5FFNA,$,4.5,99,Coffee & Tea,FALSE,3100 Mission St
3848,The Hidden Vine Wine Bar,408 Merchant St,The Hidden Vine,bJm7lxFjXPTg1yJ3WBikMg,$$,4.5,793,Wine Bars,FALSE,408 Merchant St
3850,Palio Paninoteca,500 Parnassus Ave,Palio Caffe - UCSF,CFzCcOdtg7KNAHfp1DRe7Q,$,3,60,Delis,FALSE,500 Parnassus Ave
