DBA Name,Street Address,Yelp Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp Address
95245 Doggie Diner/taqueria,24 Willie Mays Plaza View Level Sec 332,La Taqueria,JARsJVKLPgs_yC3cwDnp7g,$,4.0,4010,Mexican,False,2889 Mission St
95326 3rd Base Service Tunnel Beer Cart,24 Willie Mays Pl Field Level Sec 122,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95246 Main Warehouse Storage & Walk-In Boxes,24 Willie Mays Plaza Field Level,Security Public Storage,5DtDOYwVVrbFZwYefgOFqA,No record in Yelp,5.0,163,Self Storage,False,43 Page St
95323 Budweiser Portable Stand,24 Willie Mays Pl View Lvl Sect 326,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95247 Doggie Diner,24 Willie Mays Plaza Club Level Sec 205,Doggie Diner,XbILK-jhFfpbFNEEJ8ynNw,$,3.5,23,Hot Dogs,False,24 Willie Mays Plz
95249 Coors Cable Car Bar,24 Willie Mays Pl View Lvl Sect 318,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95248 Liquor Room & Walk-In Box,24 Willie Mays Plaza Club Lvl Sec 212,Gozu,LysKaLPCFOdsUnlJC48Trg,No record in Yelp,4.5,36,Japanese,False,201 Spear St
95242 Jack Daniel's Bar,24 Willie Mays Pl View Lvl Sect 334,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95216 Ballpark Snacks Stand,24 Willie Mays Plaza Pl Field Level 1.11.11,Crazy Crab'z,N_duEepJN6ZwHyf_s6ZBZA,$$,4.0,233,Seafood,False,24 Willie Mays Plz
95241 Peroni Beer Cart,24 Willie Mays Pl View Lvl Sec 304,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95250 C& C Concessions/view Level Vending Room,24 Willie Mays Pl View Lvl Rm 5326,Washington Dulles International Airport,_MEWspt0-aoYHG2XqcrR_A,No record in Yelp,3.0,1600,Airports,False,1 Saarinen Cir
95252 C & C Concessions/portable 331 Lemonade Snack Cart,24 Willie Mays Pl View Lvl Sec 331,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95253 C & C Concessions/portable 142 Lemonade Stand,24 Willie Mays Pl Upper Center Field Sec 142,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95256 C & C Concessions/portable 115 Lemonade Snack Cart,24 Willie Mays Pl Promenade Lvl Sec 115,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95303 C & C Concessions/portable 103 Lemonade Snack Cart,24 Willie Mays Pl Promenade Lvl Sec 103,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95305 C & C Concessions/portable 214 Lemonade Snack Cart,24 Willie Mays Pl Club Lvl Sec 214,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95310 C & C Concessions/portable 318 Lemonade Snack Cart,24 Willie Mays Pl View Lvl Sec 318,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95311 C & C Concessions/portable 130 Lemonade Snack Cart,24 Willie Mays Pl Promenade Lvl Sec 130,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95312 C & C Concessions/portable 311 Lemonade Snack Cart,24 Willie Mays Pl View Level Sec 311,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
95313 C & C Concessions/main Vending Commissary Room,24 Willie Mays Pl Lower Center Field Sec 144,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Homeplate Boba Cart,24 Willie Mays Pl Promenade Lvl Sec 121,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Homeplate Boba Cart,24 Willie Mays Pl View Lvl Sec 319,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Piccolo Pete,2155 Bayshore Blvd,Piccolo Petes Cafe,FzLd7AAQ0iDmNCdrie3P1Q,$,5.0,262,Coffee & Tea,True,2155 Bayshore Blvd
Eat Club Inc,75 Columbia Cir,Speedwell Tavern,6EyjLUFNYMNe1gCIQHfQ3Q,$$,3.5,103,American (Traditional),False,47 Main St
903,1566 Carroll Ave,Nute's,xfsjCQtkPFdbWTwh9C2p9w,$$,4.0,198,Thai,False,903 Cortland Ave
Brown Sugar Kitchen,1 Ferry Building  41,Brown Sugar Kitchen,xha-8n7Yu6eYqJVtjo0Bmg,$$,3.0,135,Southern,False,1 Ferry Bldg
Halal Shop,1650 Holloway Ave Unit C,Halal Shop,eNXPBlRnhqy7dDaTyagYwg,$,4.5,65,Gluten-Free,False,1650 Holloway Ave
Mumsa Llc,1750 Cesar Chavez  Suite E,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Lam Hoa Thuan Restaurant,2337 Irving St,Lam Hoa Thuan Restaurant,RFN0LfJqSO0lGcArWikKdQ,$,3.5,528,Vietnamese,False,2337 Irving St
Crepe Em Coming,825 Minnesota St Apt 7,Crepe Em Coming,71qzMM3a-5Ep0XTBJ-y78Q,$,4.5,49,Desserts,False,660 E Gish Rd
Quick Grub,1 Bush St,The Bird,WOVHQYzSAdyXYOiYDTmujQ,$,4.0,1689,Chicken Shop,False,115 New Montgomery St
Troya Mediterranean Soma,214 Townsend St,Troya Soma,MpES3ucw5nv7bjAVKXRkuA,No record in Yelp,4.5,38,Mediterranean,False,214 Townsend St
Gold Rush Kettle Korn Llc,1 United Nations Plz,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Pho Vung Tau,708 Vallejo St,Pho Vung Tau,IiawLo4puLiRPqYssFC1_w,$,3.5,163,Vietnamese,False,708 Vallejo St
The Store On The Corner,121 New Montgomery St,The Store On the Corner,D-RmoSAWNR_qh9A013AP-A,$,4.0,177,Korean,False,121 New Montgomery St
Barbara Pinseria & Cocktail Bar,431 Columbus Ave,Barbara Pinseria & Cocktail Bar,iVOrpINZYBTqqAGpaVFZOQ,$$,4.0,156,Cocktail Bars,False,431 Columbus Ave
Unrestricted,555 Buena Vista Ave Apt 101,"More Beer, More Wine",Zks9nKNmK8rU3AZrPAxpQQ,$$,4.5,86,Brewing Supplies,False,975 Detroit Ave
Oma San Francisco Station,1737 Post St Ste 337,Oma San Francisco Station,md19wETpeFhjh4MkFi029A,$$$$,4.5,165,Sushi Bars,False,1737 Post St
Frank Grizzly's,670 Monterey Blvd Apt 7,Frank Grizzly’s,RLU7Zt-zWfPeBkIpQduhrQ,No record in Yelp,4.5,5,Tacos,False,495 De Haro St
"Guckenheimer @ Twitch Floors 6,7,8",350 Bush St Ste 200,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
"Guckenheimer @ Twitch Breakroom Floors 2, 4, 5",350 Bush St Ste 200,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Guckenheimer @ Twitch Breakroom Floor 9,350 Bush St Ste 200,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
"Guckenheimer @ Twitch Breakroom Floors 2,4,5",350 Bush St Ste 200,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
The Melt,455 Market St Ste 140,The Melt - 455 Market,ufIm7isxE9blLhnVJ6EHGQ,$$,4.0,165,American (New),False,455 Market St
Ella's American Kitchen On Polk,1608 Polk St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Denayt,1375 Fillmore St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
B&w Kitchen,958 Geneva Ave,Broken Record,QCQ3WN7hd9xMPs2_ycHa_A,$,4.0,1242,Dive Bars,False,1166 Geneva Ave
L'amour De Saigon,321 West Portal Ave,L'Amour De Saigon,rCykzuvpujfR8M6lwDK0pA,$$,3.5,85,Vietnamese,False,321A W Portal Ave
Tacos El Gondo,Off The Grid,Tacos El Gondo,OM-Kkt3xVboCn9mqwVG_-Q,$,3.0,26,Food Trucks,False,326 Shaw Dr
Pipkins Pitt Bbq,551 Putnam St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Bowld Acai,428 11 St,Bowl'D Acai,Pn_WxznWBPUSpxIGCqbL6Q,$$,4.5,613,Food Trucks,False,14 Mint Plz
Ana's Goodies Catering,790 Pennsylvania Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
"Cafe X Technologies, Inc.",1 Bush St,Tesla,jchQr-tsW6yYtNzCCMbXLg,No record in Yelp,2.5,515,Solar Installation,False,901 Page Ave
Kurotaka Ramen,103 Horne Ave,Kurotaka Ramen,ArEFTaTCif4_WsW9HY688Q,$$,4.0,71,Food Trucks,False,"San Francisco, CA 94102"
Crepes A La Carte/golden Waffle,1105 Bush St 303,Sophie's Crepes,cegatrLOnlyeSgDpYOua2g,$,4.0,1681,Desserts,False,1581 Webster St
Tancca,776 Broadway St,Tancca,jUZcvtmFxsedXY92vvLYqw,$,3.5,144,Bubble Tea,False,776 Broadway
Chalos,2240 Taraval St,Chalos,5hGdrv-6iKWTLty3kugopw,$$,4.5,202,Coffee & Tea,False,2240 Taraval St
Next Mile Meals,584 Castro St 509,"Hey, Cookie!",bnx58K-MQPOoyA_wWOvbzg,$,5.0,194,Desserts,False,"San Francisco, CA 94114"
Cielito Lindo Restaurant,3440 Balboa Ave,Cielito Lindo Restaurant,wXI8wIDXIUpvEp0WaMeUSQ,$$,3.0,319,Mexican,False,1612 Santa Anita Ave
Mokuku,332 Clement St,Mokuku,FjH84fORpMlG0kQWEBKgaw,No record in Yelp,4.0,137,Hot Pot,False,332 Clement St
Superb Baklava & Baked Goods,334 Leavenworth St Apt 15,Mr Holmes Bakehouse,9lX1QuC6GBj7WyKImHkRRw,$$,4.0,2423,Bakeries,False,1042 Larkin St
"Pass The Sauced, Llc",2948 Folsom St,Le Colonial,_ZC_Zvq5DqaPVXIqFzPkBQ,$$$,3.5,1649,Vietnamese,False,20 Cosmo Pl
Amirah,993 North Point St,Amirah,yUaV26b6DWfXPP5Nyeu3KQ,No record in Yelp,4.5,59,Indian,False,993 N Point St
El Porteno Ehpanadas,1 Ferry Building,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
El Porteno,1 Ferry Building,El Porteño Empanadas,Ct5GgouaAvcegaaP4gR0EA,$,4.0,756,Argentine,False,1 Ferry Bldg
El Porteno Restaurant,1 Ferry Building,El Porteño Empanadas,Ct5GgouaAvcegaaP4gR0EA,$,4.0,756,Argentine,False,1 Ferry Bldg
Guckenheimer 1142.01 - 12th Floor Breakroom,1 Market St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Oma San Francisco Station,1737 Post St #337,Oma San Francisco Station,md19wETpeFhjh4MkFi029A,$$$$,4.5,165,Sushi Bars,False,1737 Post St
Ingleside Pizza,4097 19th Ave,Ingleside Pizza,UhXTdMeuA53PD0hGvuHRrA,$$,3.5,94,Pizza,False,4097 19th Ave
Troje,1500 South Van Ness Ave Suite 100 Ave,Troje Restaurant,vw-XA-13w2DTz96RVpyMCg,No record in Yelp,4.5,47,Mediterranean,False,1500 South Van Ness Ave
Beachside 4300,4300 Judah St,Beachside Coffee Bar & Kitchen,fyeTybE7wDkieUwq4urOCA,$$,4.0,828,Breakfast & Brunch,False,4300 Judah St
La Cuisine Cafe,1145 Market St,La Cuisine Café,5AbIje9ZFCsTF1YrESSOIg,$,4.5,40,Breakfast & Brunch,False,1145 Market St
Saha Winebar And Tapas,Sutter St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Bao Bao Noodle Bar,3319 Balboa St,New Dumpling King,FBQ6sliYlWLw4xptg4tDvw,$$,4.0,36,Chinese,False,3319 Balboa St
School Night,601 19th St,School Night,Tl3GR0XK7hGUBvJalnQOqw,$$,4.0,91,Latin American,False,601 19th St
Saha Winebar And Tapas,1075 Sutter St,Nopa,ttarnopezxmp2ROB1N2PaA,$$$,4.0,5051,American (New),False,560 Divisadero St
Ora,1519 Polk St,Ora K Locs,6-ugAuOOOyYaxCliw2UhGQ,$$,5.0,17,Hair Stylists,False,5315 Fairfax Ave
A West African Coffee Company,2069 O'farrell St.,Blue Bottle Coffee,EFefgQdk_19WxQXvVtwEog,$$,4.5,1672,Coffee & Tea,False,315 Linden St
Campcierge,1450 47th Ave Apt A,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Poke Delish,428 11th St,Poke Delish,U2liLzHRf-EOM9MGH8U6Rw,$$,4.0,235,Hawaiian,True,708 Kearny St
Pearl 6101,6101 California St,Pearl 6101,sfqkkqFmmYGOT0PCbbD9ZQ,$$,4.5,219,Cafes,False,6101 California St
Word A Cafe,5114 3rd St,Word A Cafe,UedXQCDG3BzWG9kJjek2Vg,No record in Yelp,5.0,44,Cafes,False,5114 3rd St
Tosai,3251 20th Ave 159,Tosai,dMFB6a4Y0PpOOhm_Wr6LfA,No record in Yelp,3.0,33,Japanese,False,3251 20th Ave
Urban Curry,523 Broadway St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Scullery Inc,687 Geary St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Fresh Squeeze Of Life,108 Bertha Ln,Stock & Barrel,renLlzrQYCalA1OR4jjo2w,$$,4.5,1025,Burgers,False,35 Market Sq
Tal-Y-Tara,6439 California St,Lovejoy's Tea Room,s-ihKanDRDHTD8U49HFA5Q,$$,4.5,1193,British,False,1351 Church St
Elephant Sushi 4,564 Van Ness Ave,Sushi Ondo,2UAbKNVr1Co5f9dn9T3jzA,No record in Yelp,4.5,109,Sushi Bars,False,1550 Howard St
Bon Appetit @ Airbnb,888 Brannan St 5th,Bi-Rite Market,H3LVKSUbbUFqlTuxDKerAg,$$$,4.5,926,Specialty Food,False,3639 18th St
Global Epicure,175 Bluxome St Unit 129,Global Epicure,UAICpM0TJn4cKIlCYFwQvg,No record in Yelp,5.0,5,Caterers,False,"San Francisco, CA 94107"
Tacos Lol-Tun,1424 Yosemite Ave,Gilberth's Latin Fusion Restaurant,kT-g8Z5A7o0tatjap4ghAw,$$,4.0,349,Latin American,False,2427 3rd St
Pinky And Reds,2948 Folsom St,Pinky and  Red's,Rl4O-24_IesRVTC7_P8d_w,$,4.5,43,Sandwiches,False,2495 Bancroft Way
Souvla,2276 Chestnut St,Kyma,siCpA-N7BjEuZs1EJhg80g,$$,4.0,314,Greek,False,24 E Main St
New Korea House,750 Gonzalez Dr,New Korea House,MgVNg5GpdDn_0AGcOrRrFw,$$,3.5,406,Korean,True,1620 Post St
Ramenwell,3378 18th St,Ramenwell,d4IcZGC-gvms4f45oXor8A,$$,4.0,125,Ramen,False,3378 18th St
Sumo,420 Judah St,Sumo,RT9Xbhwo78uBzEYahS3NeA,$$,3.5,110,Sushi Bars,True,420 Judah St
Hinodeya Ramen Bar Financial,680 Clay St,Hinodeya Downtown,1EWkmc_myDLYfvorOnYzEA,$$,4.5,124,Ramen,False,680 Clay St
Miki Ramen,620 Broadway,Sakagura East Village,2ZVnk4slnk8QpFwVLfYfYw,$$$,4.0,35,Japanese,False,231 E 9th St
Pizzeria Delfina,688 Mission St,Pizzeria Delfina - Pacific Heights,wPJjpOZ0mnsajJLBkWUnwA,$$,4.0,1464,Pizza,False,2406 California St
Lucky Ocean Cafe,1501 Ocean Ave,Uncle Dood's Donuts,8W-rhvO7kis_-k1hurL_VQ,$,5.0,273,Donuts,False,4 Robbins St
White Rabbit,3138 Fillmore St,White Rabbit,tip9ZkoCgm2_uo-kcXVZfQ,No record in Yelp,2.5,40,Cocktail Bars,False,3138 Fillmore St
Sage @ Schools Of The Sacred Heart,2222 Broadway,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Volcano Kimchi,84 Bartlett St,Bonchon - Allston,vNlwe5I5XRhdF4S8NZkz0w,$$,3.5,1061,Korean,False,123 Brighton Ave
Domingo's International Kitchen And Fusion,428 11th St,Domingo's International Kitchen and Fusion,Pq2MhrjIIW3ZimXuLssv7g,No record in Yelp,3.5,6,Food Trucks,False,1379 4th St
Mermaid Poke,1750 Cesar Chavez St D,Blue Island Oyster Company,PWPoNAK0QsAyCPF9LjpGeQ,No record in Yelp,5.0,2,Seafood Markets,False,"San Francisco, CA"
Noratha,1750 Caesar Chavez St D,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Noratha,1750 Caesar Chavez St D,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Nenas Restaurant,3459 Mission Street,Nena's Restaurant,8RZaiIw2svIjxJfcfR8b2A,$,4.0,48,Mexican,False,3459 Mission St
Firetrail Pizza,1 Treasure Island Rd,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
El Buen Comer Llc,3861 24th St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Humphry Slocombe Group Llc,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Davies Symphony Hall,201 Van Ness Ave,Davies Symphony Hall,MfOV7Fmr_lZC52Yqdz-Uzg,$$$,4.5,282,Performing Arts,False,201 Van Ness Ave
Great Mongolia,4828 Geary Blvd,Great Mongolia Nomads Restaurant,NE7-8HoiaJE0oRji6ZcN3A,$$,4.5,63,Mongolian,False,4828 Geary Blvd
Ugly Pickle Co.,480 Potrero Ave Apt 202,Ugly Pickle,-iBGUdUiiQULAh8pB4PCkA,No record in Yelp,5.0,3,Specialty Food,False,1 Ferry Bldg
Mission Blue,1384 11th Ave,Clay Corner Studio,G0LddAH-feTjJaoq75Vf1A,No record in Yelp,4.5,5,Arts & Crafts,False,4125 Rib Mountain Dr
Chomp N' Swig,5203 Geary Blvd,Chomp N' Swig,iVjyGjcwqAnHvTExVpxVlw,$,4.0,342,Sandwiches,False,5203 Geary Blvd
Saigon Bbq Noodle House,1936 Irving St,Pho 38 and Noodle House,Tm3HC--PLtdLFz2xvTLwBg,$,4.0,216,Vietnamese,False,2915 W 38th Ave
Fire 2 Smoke,103 Horn Ave,Swampers Bar and Grill,YpK-F1lzOO7aCxb3lpfMMw,$$,4.0,28,Diners,False,10 Hightower Pl
Papalote,1 Mobile Caterers,Mi Casa Grill Cantina,GC5wcui5uejRZTi8OCNPkQ,$$,3.5,356,Mexican,False,3333 Blue Diamond Rd
Barrio,1609 Powell St,Barrio,CzhF2Ye0-4gCVthYqm9p0w,$$,4.5,82,Wine Bars,False,1609 Powell St
Fisherman's Grotto #9,2847 Taylor St Bldg,McCormick & Schmick's Harborside at the Marina,7EbGTD7ZF30vEFBiHyN_0A,$$$,3.0,536,Seafood,False,0309 SW Montgomery
Amy's Drive Thru,Space B.2.235 San Francisco Airport,Amy’s Drive Thru,YHsTxRl-z3vVMIaYRDmxGw,No record in Yelp,4.0,24,Vegan,False,296 Domestic Terminals Arrivals Level
Taqueria La Paz,305 Turk St,Taqueria La Paz,LbafZvZKbs1G1_RhkJJUxA,$,3.5,35,Mexican,False,305 Turk St
Yoji,406 Dewey Blvd,Yoji Sushi House,3cLA9tLm7zCfEpeRTAeVmw,$$,4.0,252,Sushi Bars,False,406 Dewey Blvd
Yifang Taiwan Fruit Tea,3251 20th Ave Ste 5523,Yifang Taiwan Fruit Tea,10wko5v1ArOGiuoMFQx1Vw,$,3.5,235,Bubble Tea,False,3251 20th Ave
Juice E Juice,741 Anderson St St,Vapory Shop,MEdXYhwhgzpqQwxjglaM3A,$$,4.0,56,Vape Shops,False,2707 Folsom St
The Knockout,139 Madrid St,Knockout,b9XkuMKe1QKTg3QF9rnh1g,$,4.0,309,Dive Bars,False,3223 Mission St
Burma Gold,695 3rd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
The Knockout,3223 Mission St,Knockout,b9XkuMKe1QKTg3QF9rnh1g,$,4.0,309,Dive Bars,False,3223 Mission St
New Korea House,1620 Post St,New Korea House,MgVNg5GpdDn_0AGcOrRrFw,$$,3.5,406,Korean,True,1620 Post St
Prubechu,2847 Mission St,Prubechu,OA0z9GHU34MDxCSwqUOdRQ,$$$,4.5,347,Guamanian,False,2224 Mission St
Eric Shou / Tony Kl Shou,854 Geary Blvd,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Fog City Cafe,101 Saint Marys Ave,Fog City,pL4Yj7YlaNVbB0TzmOXKNw,$$,3.5,735,American (New),False,1300 Battery St
Reveille Coffee,200 Columbus Ave,Le Reveil Coffee,ls3bzxgeffEZmZpEVijG-Q,$,4.0,130,Coffee & Tea,False,1322 2nd Ave
Tacothai,2948 Folsom St,TACOTHAI,wxwbKcpfZk65LsZn2XEAOA,No record in Yelp,5.0,12,Caterers,False,"San Francisco, CA 94109"
Amsterdam,930 Geary St,Amsterdam Café,25KGeqGCQ2NGUT6217hF8Q,$,4.5,187,Bars,False,930 Geary St
Breadbelly,1408 Clement St,Breadbelly,w3mpnxz64nU8VwHDLz3S6g,$$,4.5,176,Bakeries,False,1408 Clement St
Mango Crazy,51 Jefferson St Ste O,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
"Sf Food Park, Llc",1001 Harrison Street,House Of Prime Rib,oT08T3Vpn1I7jDmrBBRMTw,$$$,4.0,7090,American (Traditional),False,1906 Van Ness Ave
Churro Cart B,Pier 39  #167,Presidio Picnic,vFkjDxhmbQ1SlxCHIF8s7A,$$,4.5,285,Street Vendors,False,"San Francisco, CA 94129"
Picon,167 11th St,Picon,oKSlfIC9V7gtK_cTg94scA,$,4.5,35,Pop-Up Restaurants,False,167 11th St
El Pipila,879 Brannan St,El Pípila,3tdJB6kmuYEEgqRFF5VC9A,$$,4.0,61,Mexican,False,879 Brannan St
Izumi Kaiten Sushi,1737 Post St Ste 355,Izumi Kaiten Sushi,5ZZeBf0SohPwM2EtRf7kpg,$$,3.5,106,Conveyor Belt Sushi,False,1737 Post St
Tl Cafe,517 Ofarrell St,TL Cafe and Laundromat,zFFiSD7nzEX-pUaHDUfpow,$,4.0,64,Cafes,False,517 O'Farrell St
Onimomo,1700 Post St Unit B,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Kibatsu,400 Haight St,Kibatsu,qvGED1YA1lt_wrbP92RVZA,No record in Yelp,4.5,153,Sushi Bars,False,400 Haight St
Bicycle Banh Mi Inc.,1324 Fitzgerald Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chicken Broaster Express,393 Eddy St,Broaster Express,Prwtec75gNkh0R_dEZ8HJw,No record in Yelp,4.0,1,Chicken Wings,True,393 Eddy St
Oxblood,717 Brannan St,Dr. Martens San Francisco Market St,wlve-yTPXHvtdI0z2-VPPA,$$,4.0,38,Shoe Stores,False,846 Market St
Domingo's International Kitchen And Fusion,1 Mobile Caterers,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Tselogs,518 South Van Ness,Tselogs,QoFtaODevL_vVrv0l19cxA,No record in Yelp,4.5,29,Filipino,False,518 S Van Ness Ave
Volcano Kimchi,244 Clement St,Volcano Kimchi,ChDS12-EQdsVV6upqU4mYA,No record in Yelp,5.0,2,Specialty Food,False,"San Francisco, CA 94110"
Naan N Curry Inc,737 3rd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Cafe Envy,1701 Yosemite Ave,Cafe Envy,c1IRmczlLg1bVNke4Pa-Yg,$$,4.5,28,Cafes,False,1701 Yosemite Ave
"4505 Pipo, Llc",1246 Howard Street,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Pico Latin Food,900 N Point St  Ste 101,Pico Latin Street Food,xQCpVOQY_uo8NqT7y267yg,$$,3.5,82,Latin American,False,900 North Point St
"Culture Pantry, Inc.",1325 Lincoln Way,Richmond New May Wah Supermarket,GOBChLG2VZDk2nK-RftPIA,$,4.0,440,International Grocery,False,707-719 Clement St
Big Paw Olive Oil Co,699 Columbus Ave,Say Cheese! Restaurant & Cheese,6kJ7T9O3egZAPCkT9MeAbw,$$,4.0,250,American (New),False,600 Penn Ave
Chase Luck Bakery,1325 Ocean Ave,Pacificana,soidt7z5ZnIxO6nBx2F2UQ,$$,3.5,335,Dim Sum,False,813 55th St
Ladies Who Lunch Catering And Events,1566 Carroll Ave Bldg,Ladies Who Lunch Catering and Events,Pa7fDLXrKJi7sooLrsVy-w,No record in Yelp,5.0,20,Caterers,False,63 Fair Oaks St
Pico Latin Street Food,900 Point St J101,Pico Latin Street Food,xQCpVOQY_uo8NqT7y267yg,$$,3.5,82,Latin American,False,900 North Point St
"Stirred, Not Shaken",3150 18th St Ste 112,"Stirred, Not Shaken",lfv6ZmtS8ByVvpWPW41TEA,No record in Yelp,4.5,30,Caterers,False,"San Francisco, CA 94110"
The Watering Hole,1379 4th St,The Sea Star,_1_HalGUB7XOAteR9j8d8g,$,4.5,69,Dive Bars,False,2289 3rd St
Wok + Steam,601 Grant Ave,China Wok,bGsT9oHincvILCePBRJyRg,No record in Yelp,4.0,14,Chinese,False,873 Fairmont Rd
Roti,1730 O Farrell,Roti Indian Bistro,baKnRYuk8iGq8IpN3ccTgw,$$,4.0,743,Indian,False,53 W Portal Ave
