,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries
1820,1120675-09-161,1058062,Paul Kopf,Paul Kopf,347 Gonzalez Dr,San Francisco,CA,94132.0,3/30/16,6/30/17,3/30/16,6/30/17,,,,,,,7.0,Lakeshore
1821,1120707-09-161,1058078,Gabriella Antoinette,4726 Cabrillo St. Apt. 1,4726 Cabrillo St Apt 1,San Francisco,CA,94121.0,9/21/16,5/30/17,9/21/16,5/30/17,,,,,,,1.0,Outer Richmond
1822,1120853-09-161,1037862,Mev Group Inc,Milkbean,881 Post St,San Francisco,CA,94109.0,6/22/16,5/14/17,9/12/16,5/14/17,,,,,,,,
1823,1120984-09-161,1058218,Russian Deli Eliseevski Inc.,Russian Deli Eliseevski,1524 18 Th Ave.,San Francisco,CA,94122.0,9/9/16,3/1/17,9/9/16,3/1/17,,,,,,,7.0,Inner Sunset
1824,1120985-09-161,1058218,Russian Deli Eliseevski Inc.,Eliseevski,1524 18 Th Ave.,San Francisco,CA,94122.0,9/9/16,3/1/17,9/9/16,3/1/17,,,,,,,7.0,Inner Sunset
1825,1121561-09-161,1058502,Babuji Sf Inc,Babu Ji San Francisco,280 Valencia St,San Francisco,CA,94103.0,9/29/16,12/16/17,9/29/16,12/16/17,,,,,H26,,,
1826,1121579-09-161,490459,Jones Shani,Peaches Patties,2948 Folsom St,San Francisco,CA,94110.0,6/13/14,5/31/18,9/29/16,5/31/18,,,,,H74,,,
1827,1156696-08-171,1039070,The Grub-Bies Corporation,The Grubbies,123 2nd St,San Francisco,CA,94105.0,7/5/16,3/31/19,8/2/17,3/31/19,,,,,H28,,,
1828,1121725-09-161,1058587,Aina Elias,Makan,343 Jules Ave Bldg,San Francisco,CA,94112.0,9/29/16,9/29/16,9/29/16,9/29/16,,,,,,,7.0,Oceanview/Merced/Ingleside
1829,1121872-09-161,1058656,"City Counter, Llc",City Counter,115 Sansome St 105,San Francisco,CA,94104.0,2/24/16,8/22/18,9/1/16,8/22/18,,,,,D04 D19 H25,,3.0,Financial District/South Beach
1830,1121937-09-161,451157,Tip Top Tapas Inc,Tip Top Tapas Inc,110 Hunters Point Shipyard,San Francisco,CA,94188.0,7/15/10,12/31/17,9/29/16,12/31/17,,,,,H74,,,
1831,1122193-10-161,490459,Jones Shani,Peaches Patties,331 Cortland Ave,San Francisco,CA,94110.0,6/13/14,5/31/18,10/3/16,5/31/18,,,,,H07,,,
1832,1122199-10-161,1058811,Mehdi Parnia,Oyna Natural Foods,2948 Folsom St,San Francisco,CA,94110.0,9/12/16,9/12/16,9/12/16,9/12/16,,,,,,,,
1833,1122443-10-161,1058922,Maiya Wilson,Maiya Wilson,335 Buckingham Way 101,San Francisco,CA,94132.0,6/13/16,7/24/18,6/13/16,7/24/18,,,,,,,7.0,Lakeshore
1834,1123024-10-161,1029742,Stevenson Vicktor,Gourmonade,3288 21st St 172,San Francisco,CA,94110.0,3/31/16,6/30/19,10/6/16,6/30/19,,,,,,,9.0,Mission
1835,1123138-10-161,1059247,Jason Brock,Oven Of My Eye,199 New Montgomery St 1407,San Francisco,CA,94105.0,10/8/16,6/11/17,10/8/16,6/11/17,,,,,,,6.0,Financial District/South Beach
1836,1123153-10-161,1059254,Nichole Accettola,Diamondkantine,73 Diamond St,San Francisco,CA,94114.0,10/9/16,5/29/18,10/9/16,5/29/18,,,,,,,8.0,Castro/Upper Market
1837,1123389-10-161,1059364,"Nouveau Bakery, Llc Dba La Boulangerie De San Francisco",La Boulangerie De San Francisco,222 Sutter St,San Francisco,CA,94108.0,10/11/16,5/31/18,10/11/16,8/31/17,,,,,H26,,3.0,Financial District/South Beach
1838,1123442-10-161,303652,Volume Services Inc,1515-Cognac Bar & Kitchen,At&t Rm 3232 24 Willie Mays Plaza Club Level 3,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1839,1123623-10-161,1059480,Mass F & B,Paradise Pizza & Pasta,393 West Portal Ave,San Francisco,CA,94127.0,10/12/16,8/30/18,10/12/16,8/30/18,,,,,H24,,,
1840,1123631-10-161,1059484,Tian Qiyuan,One +,1408 Taraval St,San Francisco,CA,94116.0,10/12/16,5/14/19,10/12/16,10/26/16,,,,,,,,
1841,1123790-10-161,1059553,Sinclaire Violet,Drink The Wink,171 Mt Vernon Ave,San Francisco,CA,94112.0,10/13/16,9/13/19,10/13/16,9/13/19,,,,,,,11.0,Outer Mission
1842,1123909-10-161,303652,Volume Services Inc,1516-Field Club Kitchen (In Seat Service),At&t Rm 1.11.04 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1843,1123927-10-161,303652,Volume Services Inc,1517-Press Dining Room & Kitchen In Seat Service,At&t Rm 3218 Press 3.12.05 24 Willie Mays Plaza Club Level 3,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1844,1123952-10-161,303652,Volume Services Inc,2861-Main Kitchen & Pantry,At&t Rm 4.10.03 24 Willie Mays Plaza Suite Level,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1845,1123954-10-161,303652,Volume Services Inc,3976-Club Bar #2,At&t Near Rm 3220 24 Willie Mays Plaza Club Level 3,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1846,1123956-10-161,303652,Volume Services Inc,3977-Willie Mays Plaza Bar,At&t Rm 1.11.11 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1847,1123959-10-161,303652,Volume Services Inc,3978-Club Bar #1,At&t Near Rm 3210 24 Willie Mays Plaza Club Level 3,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1848,1123960-10-161,303652,Volume Services Inc,5448-Doggie Diner Cart,At&t Portables V07 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1849,1123962-10-161,303652,Volume Services Inc,5449-Deli Cart,At&t Portables 2 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1850,1123963-10-161,303652,Volume Services Inc,5450-Soup Cart,At&t Portables 2  24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1851,1123966-10-161,303652,Volume Services Inc,5451-Coors Light Cart,At&t Portables V01 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1852,1123967-10-161,303652,Volume Services Inc,5452-Popcorn Cart/fresh Popcorn,At&t Portables 2  24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1853,1123970-10-161,303652,Volume Services Inc,5453-Bayside Brews,At&t Portables V07 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1854,1123971-10-161,303652,Volume Services Inc,5454-Margarita Beer Cart,At&t V02 Margarita 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1855,1123972-10-161,303652,Volume Services Inc,5455-Carvery Stand,At&t Rm 1.11.11 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1856,1123973-10-161,303652,Volume Services Inc,5457-Doggie Diner Cart,At&t Portables V07 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1857,1123986-10-161,303652,Volume Services Inc,5458-Bayside Brews Beer Cart,At&t Portable V06 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1858,1124091-10-161,303652,Volume Services Inc,5459-Mission Street Nachos Cart/nachos Compadres,At&t V02 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1859,1124094-10-161,303652,Volume Services Inc,5460-Popcorn Cart/fresh Popcorn,At&t Portables V06 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1860,1124099-10-161,303652,Volume Services Inc,5461-California Cookout/doggie Diner,At&t V04 Food Cart 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1861,1124100-10-161,303652,Volume Services Inc,5462-Bayside Brews,At&t 2103 Portables 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1862,1124101-10-161,303652,Volume Services Inc,5463-Lemonade-Kettle Corn Stand/snow Cones View,At&t Hol N Jam Upright 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1863,1124104-10-161,303652,Volume Services Inc,5464-Lemonade Cart/snow Cones View,At&t Hol N Jam 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1864,1124105-10-161,303652,Volume Services Inc,5465-Say Hey Sausage,At&t Portables V13 24 Willie Mays Plaza Lower Centerfield,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1865,1124106-10-161,303652,Volume Services Inc,5466-Wine Cart/bayside Brews,At&t Portables 1 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1866,1124112-10-161,303652,Volume Services Inc,5467-King Street Carvery Soup/clam Chow,At&t V04 Soup 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1867,1124113-10-161,303652,Volume Services Inc,5468-California Wine Bar/bayside Brews,At&t Portables V10 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1868,1124114-10-161,303652,Volume Services Inc,5469-Mission Creek Cantina Bar/promenade,At&t 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1869,1124115-10-161,303652,Volume Services Inc,5470-Lemonade-Kettle Corn/snow Cones View,At&t Hol N Jam Uphome 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1870,1124116-10-161,303652,Volume Services Inc,5471-Edsel Ford Fong Cart,At&t Portable Food Cart 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1871,1124118-10-161,303652,Volume Services Inc,5473-Popcorn Cart/fresh Popcorn,At&t V08 Popcorn Cart 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1872,1124119-10-161,303652,Volume Services Inc,5474-Bayside Brews Beer Cart,At&t Portables 13 Cerveza Cart 24 Willie Mays Plaza Lower Center,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1873,1124120-10-161,303652,Volume Services Inc,5476-Bayside Brews Draft Cart/fresh Produce Pretzels & Juice,At&t V08 Draft Cart 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1874,1124121-10-161,303652,Volume Services Inc,5477-Carvery Cart/the Dog House,At&t Near Rm 3232 24 Willie Mays Plaza Club Level 3,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1875,1124122-10-161,303652,Volume Services Inc,5478-Murphs Food Stand,At&t 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1876,1124123-10-161,303652,Volume Services Inc,5479-Jose Garcia Edsel Fong Wine Bar Stand,At&t Rm 1.11.11 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1877,1124124-10-161,303652,Volume Services Inc,5480-Ballpark Snacks Stand,At&t Rm 1.11.11 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1878,1124151-10-161,303652,Volume Services Inc,5483-Kettle Corn Churros Cotton Candy,At&t Hol N Jam 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1879,1124153-10-161,303652,Volume Services Inc,5484-California Cook Out Bbq,At&t 2106 Cook Out 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1880,1124156-10-161,303652,Volume Services Inc,5485-Snacks Cart/cotton Candy Lemonade,At&t Hol N Jam Down Third 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1881,1124158-10-161,303652,Volume Services Inc,5486-Chicago Dog/roasted Peanuts Cart,At&t Portables 4 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1882,1124161-10-161,303652,Volume Services Inc,5487-Say Hey Sausage/hebrew National,At&t 2114 Portables 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1883,1124164-10-161,303652,Volume Services Inc,5488-Taste Of Northbeach Stand,At&t Portables 6 24 Willie Mays Plaza,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1884,1124167-10-161,303652,Volume Services Inc,5489-Ballpark Snacks/ Cotton Candy Lemonade,At&t Hol N Jam Umbrella 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1885,1124168-10-161,303652,Volume Services Inc,5490-Blue Moon/batch 19 Beer Cart,At&t Portables 2 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1886,1124169-10-161,303652,Volume Services Inc,5491-Popcorn Cart/fresh Popcorn,At&t Portables 6 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1887,1124172-10-161,303652,Volume Services Inc,5492-Bottle Beer/wine Cart,At&t Portables 8 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1888,1124174-10-161,303652,Volume Services Inc,5493-Orlando's Food Cart/deli,At&t V02 Orlando's 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1889,1124176-10-161,303652,Volume Services Inc,5494-Mccovey's Bbq Stand,At&t Portables 12 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1890,1124179-10-161,303652,Volume Services Inc,5495-Porcini Donuts Stand,At&t 2127 Potables 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1891,1124180-10-161,303652,Volume Services Inc,5496-Doggie Diner Cart,At&t Portables 9 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1892,1124183-10-161,303652,Volume Services Inc,5497-King Street Carvery/gourmet Sausage & Budweiser,At&t V04 Carvery 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1893,1124188-10-161,303652,Volume Services Inc,5498-Bayside Brews Beer Cart/fresh Popcorn,At&t Portables 9 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1894,1124191-10-161,303652,Volume Services Inc,5499-Orlando Food Stand/caribbean Bbq,At&t P-10 24 Willie Mays Plaza Upper Centerfield 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1895,1124194-10-161,303652,Volume Services Inc,5500-Chowder House/fresh Catch Seafood Sandwich,At&t Portables 11 24 Willie Mays Plaza Upper Centerfield 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1896,1124196-10-161,303652,Volume Services Inc,5501-Anchor Grill/fresh Catch+clam Chowder Soup,At&t Portables 11 24 Willie Mays Plaza Upper Centerfield 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1897,1124197-10-161,303652,Volume Services Inc,5502-Kettle Corn Churros Cotton Candy/snow Cones,At&t Hol N Jam Down Home 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1898,1124206-10-161,303652,Volume Services Inc,5503-Bayside Brews Beer Cart,2118 Portables 6  24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1899,1124207-10-161,303652,Volume Services Inc,5504-Beer Wine Soft Drinks Cart/bayside Brews Anchor Steam,At&t Portables 11 24 Willie Mays Plaza,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1900,1124208-10-161,303652,Volume Services Inc,5505-Popcorn Cart/bayside Brews Red Hook,At&t Portables 13 24 Willie Mays Plaza Lower Centerfield,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1901,1124210-10-161,303652,Volume Services Inc,5506-Bayside Brews & Cable Car Bar/promenade,At&t Portables 1 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1902,1124212-10-161,303652,Volume Services Inc,5507-Cable Car Bar Centerfield,At&t 24 Willie Mays Plaza Upper Centerfield 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1903,1124213-10-161,303652,Volume Services Inc,5508-Bayside Brews/fresh Popcorn,At&t 1144 Portables 24 Willie Mays Plaza Lower Centerfield,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1904,1124214-10-161,303652,Volume Services Inc,5509-Bayside Brews/pretzels Grill,At&t Beer Carts 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1905,1124217-10-161,303652,Volume Services Inc,5511-Cerveza/doggie Diner,At&t Portables 40 24 Willie Mays Plaza Upper Centerfield,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1906,1124218-10-161,303652,Volume Services Inc,"5617-Joe Garcia,derby Grill,giuseppe,gillroy/bon Appetit Kitchen & Concession",At&t Rm 3222 24 Willie Mays Plaza Club Level 3,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1907,1124219-10-161,303652,Volume Services Inc,5618-Doggie Diner Stand,At&t Rm 3228 24 Willie Mays Plaza Club Level 3,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1908,1124222-10-161,303652,Volume Services Inc,"5619-Walk In Box,hot Holding & Pantry",At&t Rm 4.21.02 Suite 48 24 Willie Mays Plaza Suite Level,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1909,1124223-10-161,303652,Volume Services Inc,5620-Beer Cart/espresso-Dessert Cart,At&t Rm 4.29.02 Suite 38 24 Willie Mays Plaza Suite Level,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1910,1124224-10-161,303652,Volume Services Inc,5621-Pub Murph's Guiness Club House,At&t Rm 5302 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1911,1124316-10-161,303652,Volume Services Inc,5622-Juma Vending Commissary,At&t Rm 5.04.02 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1912,1124317-10-161,303652,Volume Services Inc,5623-Doggie Diner Stand,At&t Rm 5310 24 Willie Maays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1913,1124318-10-161,303652,Volume Services Inc,5624-Derby Grill Stand,At&t Rm 5311 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1914,1124322-10-161,303652,Volume Services Inc,"5625-Nacho,beer Cart/taco Truck Stand",At&t Rm 5314 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1915,1124323-10-161,303652,Volume Services Inc,5626-Doggie Diner Stand,At&t Rm 5318 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1916,1124325-10-161,303652,Volume Services Inc,5627-Great House Of Brews/say Hey Sausage,At&t Rm 5319 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1917,1124327-10-161,303652,Volume Services Inc,5628-Derby Grill Stand,At&t Rm 5323 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1918,1124336-10-161,303652,Volume Services Inc,5629-Doggie Diner Stand,At&t Rm 5325 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1919,1124340-10-161,303652,Volume Services Inc,5630-Hol N Jam Commissary,At&t Rm 5326 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1920,1124341-10-161,303652,Volume Services Inc,5631-Gilroy Garlic Fries,At&t Rm 5331 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1921,1124385-10-161,371108,Chiu Benson Y,The Game Parlour,1534 19th Ave,San Francisco,CA,94122.0,10/15/03,10/14/17,10/15/16,10/14/17,,,,,,,7.0,Inner Sunset
1922,1124436-10-161,303652,Volume Services Inc,5632-Doggie Diner Stand,At&t Rm 5333 24 Willie Mays Plaza View Level 4,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1923,1124437-10-161,303652,Volume Services Inc,5633-Field Club Concession (4) Concepts,At&t Rm 1.09.04 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1924,1124438-10-161,303652,Volume Services Inc,5634-Commissary Kitchen (Inside Warehouse),At&t Rm 1.24.06 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1925,1124477-10-161,1059846,The Holife Inc,2 Kitchens,115 Moncada Way,San Francisco,CA,94127.0,10/1/16,7/31/17,10/1/16,7/24/17,,,,,,,7.0,West of Twin Peaks
1926,1124576-10-161,303652,Volume Services Inc,5635-Employee Training Room F/l 999,At&t Room 1.28.01 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1927,1124577-10-161,303652,Volume Services Inc,5636-Warehouse Storage & Walk-In Boxes,At&t Rm 1.24.03 24 Willie Mays Plaza Field Level 1,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1928,1124579-10-161,1019547,Sobal Aliaksandr & Olga,Hedge Coffee,2948 Folsom St,San Francisco,CA,94110.0,10/9/15,4/1/19,12/18/15,4/1/19,,,,,H74,,,
1929,1124580-10-161,303652,Volume Services Inc,5639-Derby Grill-Tony's Pizza Stand,At&t Rm 2103 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1930,1124582-10-161,303652,Volume Services Inc,5640-Gilroy Garlic Stand,At&t Rm 2106 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1931,1124585-10-161,1038969,Ugly Juice Llc.,Ugly Juice Llc.,2726 Noriega St,San Francisco,CA,94122.0,7/5/16,6/20/19,10/18/16,11/3/16,,,,,,,4.0,Sunset/Parkside
1932,1124586-10-161,303652,Volume Services Inc,5641-Doggie Diner Stand,At&t Rm 2112 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1933,1124588-10-161,303652,Volume Services Inc,5642-Great House Budweiser Stand,At&t Rm 2114 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1934,1124590-10-161,303652,Volume Services Inc,5643-Gilroy Garlic Stand,At&t Rm 2118 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1935,1124592-10-161,303652,Volume Services Inc,5644-Doggie Diner Stand,At&t Rm 2121 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1936,1124631-10-161,1059909,Totah Tabitha,The Carville,3100 Noriega St,San Francisco,CA,94122.0,10/20/16,2/3/17,10/20/16,2/3/17,,,,,,,4.0,Sunset/Parkside
1937,1124640-10-161,303652,Volume Services Inc,5645-Say Hey Sausage Stand/carvery,At&t Rm 2127 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1938,1124641-10-161,303652,Volume Services Inc,5646-Derby Grill-Mission Street Taqueria,At&t Rm 2130 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1939,1124644-10-161,303652,Volume Services Inc,5647-Doggie Diner Stand,At&t Rm 2134 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
1940,1124647-10-161,303652,Volume Services Inc,5648-Hol N Jam Vending Room,At&t Rm 2.28.02 24 Willie Mays Plaza Promenade Level 2,San Francisco,CA,94107.0,4/1/93,12/31/17,4/1/93,12/31/17,,,,,,,,
