DBA Name,Street Address,Yelp Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp Address
Little Red Riding Truck,103 Horne Ave,Little Red Riding Truck,hXIWnr66-Z9x5lSDfPD76g,$,4,99,German,FALSE,"San Francisco, CA 94104"
Tip Top Tapas,103 Horne Ave,Tip Top Tapas,5nS6e75tKoRtLjzkAYBSpA,No record in Yelp,5,50,Caterers,FALSE,"San Francisco, CA 94110"
Flavor Of Brazil,983 Dolores St,Mercado Brasil,U25d7RZPlu12UxXHZModkA,$$,4,75,Brazilian,FALSE,1252 Valencia St
Imagine Culinary Group @ Lyft,185 Berry St,Million Services Limousine,zaw5vDV3VwNlCYmHLWPlOA,No record in Yelp,5,143,Limos,FALSE,584 Castro St
Imagine @ Lyft,185 Berry St,Lyft,3axPBurF7LrT5YnBN3wbFg,No record in Yelp,2.5,846,Taxis,FALSE,"San Francisco, CA 94110"
Imagine @ Lyft,185 Berry St,Lyft,3axPBurF7LrT5YnBN3wbFg,No record in Yelp,2.5,846,Taxis,FALSE,"San Francisco, CA 94110"
Grab N Go Restaurant,480 6th St,Root Down - Denver International Airport,wVKt2_DR_p2ayqRtdzGJPQ,$$,4.5,1838,American (New),FALSE,9100 Peña Blvd
Old Ship,298 Pacific,Old Ship Saloon,Z0togIFcaJslgYXsHmso9A,$$,3.5,373,Pubs,FALSE,298 Pacific Ave
Dohn S Catering Cuisine,500 Bright St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Seaside,108 Pier 3 St,Red Lobster,7ZenGahB0fItrW0UEIuelA,$$,3.5,29,Seafood,FALSE,1145 Glenway Dr
Meritage,254 Jules Ave,The Meritage Resort and Spa,lpwIoM2FcdN9UxJuLHRetQ,$$$,3.5,963,Hotels,FALSE,875 Bordeaux Way
Mrs. Grizzly's,2200 Jerrold Ave Unit C,The Stinking Rose,ZiF9L8JML7kwfOi989OaTQ,$$,3.5,3938,Italian,FALSE,325 Columbus Ave
Fog Baby Cafe,3516 Balboa St,Cassava,muX0aRES6vsp5DEuJaW_uw,$$,4,859,American (New),FALSE,3519 Balboa St
Cocoa Collection,319 Chenery St,Dandelion Chocolate,xnnGdAR6V96hfEhgIJ_P9w,$$,4.5,1386,Chocolatiers & Shops,FALSE,740 Valencia St
Folsom Food & Beverage Llc,855 Folsom St Apt 304,Le Colonial,_ZC_Zvq5DqaPVXIqFzPkBQ,$$$,3.5,1650,Vietnamese,FALSE,20 Cosmo Pl
Boonyi Corporation,1490 20th Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sb40/carmens,40 Pier The Embarcadero,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Comercial Kitchen,110 Hunters Point Shipyard  Bldg 110,GINTO Izakaya Japonaise,paVxc-N-n4hlC6r9Ir099A,$$,3.5,581,Sushi Bars,FALSE,658 Market St
The Amore Company,Third Ave 578a,Monkeybrains,_c0DbbR9Q_5LJeBwoH3bkA,No record in Yelp,4.5,589,Internet Service Providers,FALSE,286 12th St
Metal And Match,555 Golden Gate Ave,Metal & Match Catering,UWbEsrWCedIYVMKXCJeL9w,No record in Yelp,5,1,Caterers,FALSE,272 14th St
Our Poke Place,3515 20th St Unit B,Our Poke Place,ecNiki3ZNVlLRJ2T3tHinA,$$,4,183,Hawaiian,TRUE,3515 20th St
Wooly Pig Cafe,205 Hugo St,Wooly Pig,Id2aVe9l5YQlHtlXnGye-Q,$,4.5,656,Sandwiches,FALSE,2295 3rd St
Alley Pizza And Kabobs,1550 California St,Delarosa,vu6PlPyKptsT6oEq50qOzA,$$,4,1253,Pizza,FALSE,37 Yerba Buena Ln
Mile Hawaiian Bbq,91 6th St,Waikikie Hawaiian BBQ,oGshUJhbJsjsnaQZXJaDNA,$$,4,540,Barbeque,FALSE,2160 Briarcliff Rd
Slasher Diet,289 Chestnut St Apt 2,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
"Mamma Maya's Incredible Medibles, Inc.",49 Townsend St Ste 111,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Progressive Palates,17 San Andreas Way,Dancing Yak,5PGFsnFhDlpYVDI3TRNH6w,$$,4.5,405,Himalayan/Nepalese,FALSE,280 Valencia St
Bogurtlen,3251 20th Ave  5507,Bogurtlen,jcAZmfLY0WmjETosFI5Alw,$,5,1,Chocolatiers & Shops,TRUE,3251 20th Ave
Custom Cakes By Rommel,1207 Indiana St Unit 16,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Project Juice - Fillmore,1903 Fillmore St,JOE & THE JUICE,96j3AOrvAXOXlhWYQpUjxg,$$,2.5,77,Juice Bars & Smoothies,FALSE,2213 Fillmore St
Project Juice - Castro,506 Castro St,Project Juice,DuBgZ2XHXf1AKT7dsyuMog,$$,3.5,80,Juice Bars & Smoothies,FALSE,506 Castro St
Celestial Flame Llc,1115 Clement St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Falak Biryani Palace,6438 Geary Blvd Ave Apt 308,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Munchie,3230 & 3234 22nd St,Box Kitchen,GyBh5QsGham__kK7eJ2feQ,$$,4.5,796,Food Stands,FALSE,431 Natoma St
Pearl Butter,867 South Van Ness,Lazy Bear,uBaXDGwJPUkOSLWxS2vZ9Q,$$$$,4.5,596,American (New),FALSE,3416 19th St
"Ck Fine Dining, Inc.",1521 Eddy St,Espetus Brazilian Steak House,ciEDsTWhajcdL3KuJqBRlw,$$$,4,3386,Steakhouses,FALSE,1686 Market St
Rromd,1782 Haight St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Tout Sweet,1750 Cesar Chavez St D,Tartine Bakery & Cafe,ri7UUYmx21AgSpRsf4-9QA,$$,4,7831,Bakeries,FALSE,600 Guerrero St
Milkbean,881 Post St,Milkbean,5o24fe7v2Z0dgt3TCkZ1ww,$,4.5,253,Cafes,FALSE,881 Post St
Fillmore Social Club,1521 Eddy St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sofia Cafe,3463 16 Street,Sofias Restaurant,gR2d4YrbsO5DfGUHaV0-7g,$$,3.5,61,Mexican,FALSE,1162 W Tennyson Rd
Sapporo Ramen Izakaya,420 Judah St,Izakaya Sozai,pKP6ikrLyM5Gtua13kVoUw,$$,4,2062,Ramen,FALSE,1500 Irving St
Maya Rico By Lucho,2071 20th Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
The Cupboard,326 Baker St Apt 4,The Cupboard,RMEowLh7ZtTg0aqJvrmihA,$$$,4.5,52,Kitchen & Bath,FALSE,152 S College Ave
Mouth Love,1301 14th Ave Apt 17,Golden Crab House,VjXSJdgy7wnlbMqwRWEgqQ,No record in Yelp,4.5,195,Seafood,FALSE,1830 Irving St
Irving Subs,1298 12th Ave,Irving Subs,t59A7qRhxh8nifGAqc9zlg,$,4.5,288,Sandwiches,FALSE,1298 12th Ave
Kookies,1447 Pacific,Michel Et Augustin,Prsekt5oKVszvdrSVJc6RQ,$$,5,9,Cooking Classes,FALSE,98 4th St
Guckenheimer @ Google - 1 Market,1 Market St Fl 37,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
San Francisco Rinse,850 Jones St,San Francisco Rinse Laundromat,yAw2tQRFV2gLnmL0RzSMuw,$,4,70,Laundromat,FALSE,850 Jones St
Abe Falafel,1235 Van Ness Ave,Noosh,h5ohkmv-UQiJTKFzxSS6RQ,$$,4,293,Mediterranean,FALSE,2001 Fillmore St
Bai Thong Thai Cuisine,298 Gough Street,Farmhouse Kitchen Thai Cuisine,8kck3-K4zYKTJbJko0JlXQ,$$,4,2314,Thai,FALSE,710 Florida St
Abc Falafel,1235 Van Ness Ave,ABC Falafel,mfBgYPKrzE1M3Fqv46tmYA,$,4,41,Falafel,TRUE,1235 Van Ness Ave
The City Kitchen,655 Bryant St,The City Kitchen,ZCjQntHLT6rfX5LiMa3aqQ,No record in Yelp,4.5,31,Personal Chefs,FALSE,"San Francisco, CA 94133"
Tilak Gurung Dba Spicy Bites,3501 Mission St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Mission Noodle House,4845 Mission St,Noodle Station,kKm6pi-NazSJArAyVNH7RA,$$,4,102,Asian Fusion,FALSE,6055 Mission St
Taylor's Tea Service,103 Horne Ave,Lovejoy's Tea Room,s-ihKanDRDHTD8U49HFA5Q,$$,4.5,1193,British,FALSE,1351 Church St
Zen Yai Grocery,625 Larkin St Apt 303,Zen Yai Thai Restaurant,xaYfmUNTchH56sdxjHulfg,$,4,694,Thai,FALSE,771 Ellis St
Mission Noodle House,4845 Mission St,Noodle Station,kKm6pi-NazSJArAyVNH7RA,$$,4,102,Asian Fusion,FALSE,6055 Mission St
Little Nepal,925 Cortland Ave Rm 2,Little Nepal,Kx1WExNj5ogaFe0cyg9L6A,$$,4,445,Himalayan/Nepalese,FALSE,925 Cortland Ave
Lena's Backstube,1223 Kearny  1,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Mohinga House,2430 33rd Ave,Burma Cafe,Ue1SRVXR96GmM3Pw6AJnCQ,$$,4,934,Burmese,FALSE,63 St Francis Sq
Snow,2175 Market St K,Powder,hBs2mEpjMsbrAjd-FZC9qw,$,4.5,559,Desserts,FALSE,260 Divisadero St
The Korean Kitchen,1220 9th Ave,The Korean Kitchen,ib2KMYdptm0mm2VlaRfuNg,$$,4,217,Korean,TRUE,1220 9th Ave
Celestial Flame,1115 Clement St,Spices,Rc8CGVjeE9eB3KZzcsKlCQ,$$,4,178,Szechuan,FALSE,291 6th Ave
Fora Think Space,810 Battery St #150,Miette Patisserie & Confiserie,mUbk7FCM1R9gSko6EMdU2A,$$,4,1553,Bakeries,FALSE,Ferry Building
The Maker's Pantry,1800 Vallejo Street  Apt 1,Little Vine,OREar045O5KiG8P_8dePng,$$,4.5,82,Cheese Shops,FALSE,1541 Grant Ave
Juicy Jewli's Jams,325 9th Ave Apt 32,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sobakeable Llc,1501 Cortland Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Nena's Restaurant,3459 Mission St,Nena's Restaurant,8RZaiIw2svIjxJfcfR8b2A,$,4,48,Mexican,FALSE,3459 Mission St
Lucky Ocean Cafe,1501 Ocean Ave,Uncle Dood's Donuts,8W-rhvO7kis_-k1hurL_VQ,$,5,272,Donuts,FALSE,4 Robbins St
Chez Fayala,200 Pine St Ste 168,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sun Kwong Restaurant,1400 Jackson St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Butter Brown Bakehouse,2948 Folsom St,Bi-Rite Creamery,wGl_DyNxSv8KUtYgiuLhmA,$,4.5,9552,Ice Cream & Frozen Yogurt,FALSE,3692 18th St
Trio Catering Bay Area,340 Hayes St 503,Jane Hammond Events,K3IkFS947e8bckOOs51B4A,No record in Yelp,5,101,Caterers,FALSE,103 Horne Ave
Meitheal,2501 Phelps St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Jenny's Restaurant,91 6th St,Jenny's Country Cooking,_6frkzv47XhetZLI89wSVg,No record in Yelp,3.5,7,Restaurants,FALSE,1794 Rockdale Industrial Blvd NW
The Fry Guys,601 Buena Vista West,Barrel Head Brewhouse,TCaagQVqECB97vJAs4t9Mg,$$,4,544,Breweries,FALSE,1785 Fulton St
Ora Schulman Llc,103 Horne Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Dolores Park,Market St Bldg 125,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Donfeva,1760 Cesar Chavez St Unit L,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
New Wing Sing Bakery Llc,1125 Stockton St,Lucky,YqjHdIudF0gTOtC0NO61WA,$$,2.5,148,Grocery,FALSE,247 E 18th St
Smile House Cafe,1030 Taraval St,Smile House Cafe,8Ia2IDknIA3btJ0bTj751w,$$,3,691,Chinese,FALSE,1030 Taraval St
Gas Lamp,1599 Howard St,Gaslamp Cafe,BPvyPrFKzYSERRf-XklqWQ,$$,3.5,224,Cafes,TRUE,1599 Howard St
Luv A Java,1300 Dolores St,Luv A Java - Closed,wgdJ1NWc1553egLmy5_EUg,$,4,133,Coffee & Tea,TRUE,1300 Dolores St
Superfood Box,888 Ofarrell St  218,Superfood Box,9ke3727etAg6Kk7xysgzUg,No record in Yelp,5,2,Food Delivery Services,TRUE,"Oakland, CA 94618"
Kogi Gogi,1358 9th Ave,Bann Restaurant,5hUV9RDTi-DvjU_OpIit7g,$$,3.5,620,Korean,FALSE,350 W 50th St
Gas Lamp,1599 Howard St,Gaslamp Cafe,BPvyPrFKzYSERRf-XklqWQ,$$,3.5,224,Cafes,TRUE,1599 Howard St
Hello Sandwich & Noodle,426 Larkin St,Hello Sandwich & Noodle,bOs2rsfd1O-F5AYxZCo6Ew,$,4,47,Vietnamese,FALSE,426 Larkin St
Little Kite,3515 20th St,Little Kite,5vSccOaQTqnHtk-gMaTf1w,$$,3.5,49,Japanese,TRUE,3515 20th St
Fritas Shack Llc,1900 Folsom St,Taqueria San Bruno,UcwbGa3VWldDdJl83jnpng,$,4.5,1121,Mexican,FALSE,1045 San Mateo Ave
Baja Stop,1015 Fell St Apt B,Lupulandia Brewery,8Q5yVd3A68bXd_YjUaVA4A,No record in Yelp,4.5,20,Cocktail Bars,FALSE,2243 Mission St
Clean Bites,755 Font Blvd Rm 107,Clean Bites,o28PaFyPT3lhVa6BICi3IQ,No record in Yelp,3.5,19,Juice Bars & Smoothies,FALSE,755 Font Blvd
Seaside,The Embarcadero St 108,Seaside Inn,COSSbRqIWYzC4ByTPF2fKQ,$$,4,37,Hotels,FALSE,1750 Lombard St
L And O Bagels,325 Mason St #10,The Bagel Bakery,T61CGyosLTxO-2GPos3Rfw,$,4,242,Bagels,FALSE,151 Townsend St
Fang Yuan Kitchen,31 Cambon Dr,Fang Yuan Kitchen,D5k5iIhjLsaAgdcpQnOmcg,$$,2.5,55,Chinese,FALSE,31 Cambon Dr
Dolores Park,2215 Market St R-125,Sazerac,Dt16yBq7-X15xc3FnMT-BQ,No record in Yelp,5,1,No record in Yelp,FALSE,100 Barton Rd
Raouf Advisors,355 Berry St 509,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sapporo Ramen Izakaya,420 Judah St,Izakaya Sozai,pKP6ikrLyM5Gtua13kVoUw,$$,4,2062,Ramen,FALSE,1500 Irving St
Jackychen China Bistro,418 Judah St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Alice Chinese Bistro,422 Judah St 102,Alice Bistro,l0lwwvtpRURqN9Ng9gjlZA,No record in Yelp,4,38,Cantonese,FALSE,1707 Lincoln Ave
Hahdough,1315 8th Ave Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Sf Hole In The Wall Pizza,1825 Irving St,SF Hole in the Wall Pizza,tCD2Yxgto1krH9_Zrfu3MA,No record in Yelp,3.5,134,Pizza,FALSE,1825 Irving St
The Holife Inc,115 Moncada Way,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Cafe Taboo,600 York St,Dazzle,smcqQSgZZafoKVC4ABVglg,$$,4,480,Jazz & Blues,FALSE,1512 Curtis St
Mr. Fu Kitchen Inc,335 Noe St,Fang,q22kIfCuND7shr9vkOmwnQ,$$,3.5,1609,Chinese,FALSE,660 Howard St
Your Community S&p,636 636 Fell Street  Apt 636,S A P Automotive Group,K7Or4wbjh0pFPLSIpNd0kg,No record in Yelp,4.5,24,Auto Repair,FALSE,420 S Kresson St
Herb'n Vegan,1942 Mcallister St 1942,Herb'n Vegan,CKWcs2wHTB58QpI0pAf7OQ,$$,5,8,Personal Chefs,FALSE,"San Francisco, CA 94115"
Delimansf,200 Ocean Ave Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
6 Degrees Cafe Llc,199 Montgomery St Suite A-D St,Farm : Table,TcbKvh-e1lxywJuN6in5JQ,$$,4,1773,Coffee & Tea,FALSE,754 Post St
Your Community S&p,636 Fell St,Ignite Your Potential,av37pl7Ml3sHDlzuW9Xq7A,No record in Yelp,5,49,Life Coach,FALSE,734 Fell St
China Delights,295 Orizaba Ave,China Delights,fwBj0rWznE48cBVwbAF6iw,$$,3.5,170,Chinese,FALSE,1501 Tara Hills Dr
Slutty Cookie,140 Van Ness St 403,Hot Cookie,qZFRnzb-VTfkMC2vDoWJVA,$,4,1458,Bakeries,FALSE,407 Castro St
Wise Sons Deli,1489 Webster St Ste 200,Wise Sons Jewish Delicatessen,2KaFcRyHcNLfv4kzEmTYJA,$$,3.5,913,Delis,FALSE,3150 24th St
Refined Simplicity,1587 Yosemite Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Refined Simplicity,5009 Third St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Coco's Custom Cakes,359 Van Ness Ave Apt A,Coco's Treat LA,7plKnwfbyqZ0cgnTi2gH1g,No record in Yelp,5,3,Bakeries,FALSE,6530 Sepulveda Blvd
Old Siam Thai Restaurant,201 Ellis St,The Old Siam Thai Restaurant,pBrHCp0X_SxMslzt-Kk5uQ,$$,3.5,618,Thai,FALSE,201 Ellis St
Bulldog Coffee2sf,888 Brannan St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Eightea,91 6th St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Wen Jian,1780 Bancroft Ave Apt 4203,San Tung,M0JTO3oyu6gxh1mfFjU-dA,$$,4,6778,Chinese,FALSE,1031 Irving St
Bird Pepper,4451 Mission St  Unit 202,The Animal Company,q50jb3t4oK4RjWms7eKV6w,No record in Yelp,4.5,102,Pet Groomers,FALSE,1307 Castro St
Subway Sandwiches #53761,160 Broadway,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Subway Sandwiches #61240,425 Battery St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Periodic Table,1325 Indiana St,The Periodic Table,HN2x0wvVKFXfZYsOdcsqOg,$$,4,35,Beer Bar,FALSE,5959 Shellmound St
Dong Bei Mama,4737 Geary Blvd,Dong Bei Mama,8p0z-4uwxkWLRGv89IRyOg,$$,4,387,Szechuan,FALSE,4737 Geary Blvd
Neshama Group,60 29th St 541,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
"Queen's Louisiana Po-Boy Cafe, Llc",The Embarcadero  Ste 100,Queen's Louisiana Po-Boy Cafe,52dNr0tRrwpmumm8Ey5EDg,$$,4,617,Cajun/Creole,FALSE,Pier 33 N The Embarcadero
Wow Thai Bistro,701 Randolph St,Wow Thai Kitchen,CL9NbhM2tYC8nRwxvR9Yvw,$$,3.5,68,Thai,FALSE,701 Randolph St
Kebab King,1109 Fillmore St,Kebab King,#NAME?,$,4,175,Pakistani,TRUE,1109 Fillmore St
Just Potatoes Sf,2443 Fillmore St Unit 247,Tataki,r2jiJk3yivcLkWSSYELGcA,$$,4,1273,Sushi Bars,FALSE,2827 California St
Naya Cafe,5338 Geary St,Na Ya Dessert Cafe,durukkwUUqNmkbNr0D113A,$,3.5,475,Desserts,FALSE,5338 Geary Blvd
Choice Yakiniku,5214 Diamond Heights Blvd Ste A,Heavenly Cafe,OgTQEP1iWn7BEEKdjpT0sA,$$,4,45,Breakfast & Brunch,FALSE,5214 Diamond Heights Blvd
Altovino,Mason St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Herb'n Vegan,1501 Cortland Ave,Herb'n Vegan,CKWcs2wHTB58QpI0pAf7OQ,$$,5,8,Personal Chefs,FALSE,"San Francisco, CA 94115"
Sf Kimchee,48 Parsons St,Kisara Japanese & Korean Restaurant,91PW7jAXOm8YJV449Qr-yQ,$$,4,116,Sushi Bars,FALSE,88 Cottage St
Charm Noodle House,44 West Portal Ave,House Of Pancakes,DQy0uYB0kym-s3oZZRxs5Q,$,4,958,Chinese,FALSE,937 Taraval St
Lotus Sf,2434 Mission Street,Lotus SF,XEEONtVQC_QaqFK2HeWWPA,$$,4.5,172,Indian,TRUE,2434 Mission St
Sushi Mode,493 Pine St,SHI,8cyRl5HIQzbkYD7orq223g,$$,3.5,797,Asian Fusion,FALSE,4720 Center Blvd
Confection Connection,48 Parsons St,Modern Pastry Shop,5uR4Ng6ftUrv8izXTskIYg,$$,4.5,69,Bakeries,FALSE,422 Franklin Ave
Personal Chef,941 14th St Bldg,Eat Your Heart Out Edibles,Ttmxxu5OFqHjUH-rIM3arQ,No record in Yelp,5,1,Food Delivery Services,FALSE,"Turnersville, NJ 08012"
Pisces Taiyaki,488 Fell St,Uji Time Dessert,#NAME?,$,4,777,Desserts,FALSE,22 Peace Plz
Beach Coffee,1040 Revere Ave,Double Dutch Espresso,qj4AeQxMAWOyQTqKU_I6oQ,$$,4,48,Coffee & Tea,FALSE,2430 3rd Ave
Drink Beach,1040 Revere Ave,Orchard Beach,a6nny9XIeplUhvyxd2xt0A,No record in Yelp,2.5,102,Beaches,FALSE,"Bronx, NY 10464"
Beach Tea,1040 Revere Ave,DAVIDsTEA,E-S8snr63EwQ94hvPshNBA,$$,4.5,162,Coffee & Tea,FALSE,1124 3rd Ave
Beach Coffee & Tea,1040 Revere Ave,Double Dutch Espresso,qj4AeQxMAWOyQTqKU_I6oQ,$$,4,48,Coffee & Tea,FALSE,2430 3rd Ave
91155-Organic Coup,24 Willie Mays Plaza,The Organic Coup,90vxt9ChaY6hf-mWQl2nSw,$$,4,100,Sandwiches,FALSE,455 Market St
Cafe Valencia,1252 Valencia St,Valencia Pizza & Pasta,Syaydy3OIMsziI1spwAanA,$$,4,433,Pizza,FALSE,801 Valencia St
The Salzburg,663 Union St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Rangoon Ruby Burmese Cuisine,590 Van Ness Ave,Rangoon Ruby,xgnEkq37y_sONq5i78Oasw,$$,3.5,184,Burmese,FALSE,590 Van Ness
Young Kobras,1631 41st Ave,Bay Area Gun Vault,O_UNCp1mWrQWTpyr8LvB5A,$$,4,429,Sporting Goods,FALSE,363 W El Camino Real
Caulia's Kitchen - Ucsf Mission Bay Cfm,505 Gene Friend Way,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Caulia's Kitchen,110 Hunters Point Shipyard St #110,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Bunn Mike,640 Clay St Apt 205,Bunn Mike,pJd7MnnYVxoqih5ybRGXig,No record in Yelp,4,14,Vietnamese,FALSE,100 Green St
Bunn Mike,2175 Market St K,Bunn Mike,yLB2jM5grcs9ZyqS2BSReA,$,4,77,Vietnamese,FALSE,300 De Haro St
Little Benny's Llc,2501 Bayshore Blvd,Stevens Creek Chrysler Jeep Dodge Ram,gu8MBtOv9grT4n-15KBfQg,No record in Yelp,2,827,Car Dealers,FALSE,4100 Stevens Creek Blvd
Seven Saints Superfoods,2261 Market St Unit 30,Urban Plates,o-1oCuaVNpqCwhF6yY9qeA,$$,4,642,Salad,FALSE,60 Crescent Dr
Coffee Bar,1890 Bryant Street St Ste 100,Coffee Bar,aKMxYmJxom1ZeYHpLgGy2g,$$,4,301,Coffee & Tea,FALSE,101 Montgomery St
Base Camp Bakery,2066 Chestnut St,Base Camp Bakery,Z8suPIlju1PYJLB2iu8wjQ,No record in Yelp,4.5,5,Bakeries,FALSE,"Berkeley, CA 94701"
Samjhana Khadka,2361 Mission St Rm 119,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
9 Vessels,1063 Market St,State Bird Provisions,QZQGRJZ4bZCmNoXjs3z1XQ,$$$,4,2742,Tapas/Small Plates,FALSE,1529 Fillmore St
La Rica Benny Llc,2948 Folsom St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
La Rica Benny,2948 Folsom St,Tacolicious,OFLNt6Zcis68TlujtZM-Gw,$$,3.5,1433,Mexican,FALSE,741 Valencia St
Antojitos De Mi Tierra,351 Edinburgh St,Rincon Latino,a7iSpoWHBLRnmsdoYYOvog,$$,4,38,Salvadoran,FALSE,5080 Mission St
Harrison Shi,1943 41st Avenue,Koo,4GAsfSjaB1XewzS3TKOtTg,$$$,4,1100,Japanese,FALSE,408 Irving St
Naan-N-Curry,4238 18th St,Naan N Curry,yj331QNy706PbSgBx5U9Nw,$$,3.5,93,Pakistani,TRUE,4238 18th St
Postmates Driver,579 Ofarrell St,Postmates,iSkvVPLatRMf9vUYTcFSOg,No record in Yelp,1,245,Food Delivery Services,FALSE,201 3rd St
September,661 San Jose Ave,September-Days,n_fPhdAnxLnj_7ZlOs0YnA,No record in Yelp,5,12,Event Photography,FALSE,"San Rafael, CA 94903"
Post Mates,835 Bush St  Apt 28,Postmates,iSkvVPLatRMf9vUYTcFSOg,No record in Yelp,1,245,Food Delivery Services,FALSE,201 3rd St
Naan N Curry,4238 18th St,Naan N Curry,yj331QNy706PbSgBx5U9Nw,$$,3.5,93,Pakistani,TRUE,4238 18th St
Uberwaffle,103 Horn Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
